CNTR_CODE,Date,Country,continent,total_cases,new_cases,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,testing_policy,contact_tracing,stringency_index,vaccination_policy,facial_coverings,income_support,restrictions_internal_movements,international_travel_controls,public_information_campaigns,cancel_public_events,restriction_gatherings,close_public_transport,school_closures,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,stay_home_requirements,workplace_closures,population,expected,id_date_1,id_date_2,id_country_1,id_country_2,id_date_area
DE,2020-01-07,Germany,Europe,0,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,5,5,12,12,5571
DE,2020-01-08,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,6,6,12,12,5572
DE,2020-01-09,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,7,7,12,12,5573
DE,2020-01-10,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,8,8,12,12,5574
DE,2020-01-11,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,9,9,12,12,5575
DE,2020-01-12,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,10,10,12,12,5576
DE,2020-01-13,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,11,11,12,12,5577
DE,2020-01-14,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,12,12,12,12,5578
DE,2020-01-15,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,13,13,12,12,5579
DE,2020-01-16,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,14,14,12,12,5580
DE,2020-01-17,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,15,15,12,12,5581
DE,2020-01-18,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,16,16,12,12,5582
DE,2020-01-19,Germany,Europe,0,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,17,17,12,12,5583
DE,2020-01-20,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,18,18,12,12,5584
DE,2020-01-21,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,No tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,19,19,12,12,5585
DE,2020-01-22,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,Comprehensive tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,20,20,12,12,5586
DE,2020-01-23,Germany,Europe,0,2,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,Comprehensive tracing,-2.5889159251496348,None,No policy,No income support,No measures,No measures,None,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,21,21,12,12,5587
DE,2020-01-24,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,22,22,12,12,5588
DE,2020-01-25,Germany,Europe,0,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,23,23,12,12,5589
DE,2020-01-26,Germany,Europe,0,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,No testing policy,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,24,24,12,12,5590
DE,2020-01-27,Germany,Europe,1,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,25,25,12,12,5591
DE,2020-01-28,Germany,Europe,4,2,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,26,26,12,12,5592
DE,2020-01-29,Germany,Europe,4,2,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,27,27,12,12,5593
DE,2020-01-30,Germany,Europe,4,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,28,28,12,12,5594
DE,2020-01-31,Germany,Europe,5,4,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,29,29,12,12,5595
DE,2020-02-01,Germany,Europe,8,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,30,30,12,12,5596
DE,2020-02-02,Germany,Europe,10,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,31,31,12,12,5597
DE,2020-02-03,Germany,Europe,12,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,32,32,12,12,5598
DE,2020-02-04,Germany,Europe,12,4,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,33,33,12,12,5599
DE,2020-02-05,Germany,Europe,12,0,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,34,34,12,12,5600
DE,2020-02-06,Germany,Europe,12,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,35,35,12,12,5601
DE,2020-02-07,Germany,Europe,13,1,1.3991882446413342,0.747415795381554,-1.5299754266966639,1.8712363173797553,-0.5623425331459583,1.5842115475973737,Symptoms & key groups,Comprehensive tracing,-2.347342253018184,None,No policy,No income support,No measures,No measures,Public officials urging caution,No measures,No restrictions,No measures,No measures,-0.441885225050901,-0.41164463858414313,No measures,No measures,83166711,7198.110671936759,36,36,12,12,5602
