"region";"sex";"age";"Persons 2020"
"K-4647 Sunnfjord";"Males";"32 years";130
"K-4647 Sunnfjord";"Males";"33 years";150
"K-4647 Sunnfjord";"Males";"34 years";146
"K-4647 Sunnfjord";"Males";"35 years";147
"K-4647 Sunnfjord";"Males";"36 years";146
"K-4647 Sunnfjord";"Males";"37 years";145
"K-4647 Sunnfjord";"Males";"38 years";159
"K-4647 Sunnfjord";"Males";"39 years";147
"K-4647 Sunnfjord";"Males";"40 years";123
"K-4647 Sunnfjord";"Males";"41 years";142
"K-4647 Sunnfjord";"Males";"42 years";137
"K-4647 Sunnfjord";"Males";"43 years";134
"K-4647 Sunnfjord";"Males";"44 years";109
"K-4647 Sunnfjord";"Males";"45 years";152
"K-4647 Sunnfjord";"Males";"46 years";164
"K-4647 Sunnfjord";"Males";"47 years";166
"K-4647 Sunnfjord";"Males";"48 years";158
"K-4647 Sunnfjord";"Males";"49 years";141
"K-4647 Sunnfjord";"Males";"50 years";160
"K-4647 Sunnfjord";"Males";"51 years";139
"K-4647 Sunnfjord";"Males";"52 years";141
"K-4647 Sunnfjord";"Males";"53 years";147
"K-4647 Sunnfjord";"Males";"54 years";132
"K-4647 Sunnfjord";"Males";"55 years";137
"K-4647 Sunnfjord";"Males";"56 years";128
"K-4647 Sunnfjord";"Males";"57 years";152
"K-4647 Sunnfjord";"Males";"58 years";135
"K-4647 Sunnfjord";"Males";"59 years";130
"K-4647 Sunnfjord";"Males";"60 years";134
"K-4647 Sunnfjord";"Males";"61 years";128
"K-4647 Sunnfjord";"Males";"62 years";124
"K-4647 Sunnfjord";"Males";"63 years";117
"K-4647 Sunnfjord";"Males";"64 years";136
"K-4647 Sunnfjord";"Males";"65 years";122
"K-4647 Sunnfjord";"Males";"66 years";122
"K-4647 Sunnfjord";"Males";"67 years";110
"K-4647 Sunnfjord";"Males";"68 years";106
"K-4647 Sunnfjord";"Males";"69 years";122
"K-4647 Sunnfjord";"Males";"70 years";94
"K-4647 Sunnfjord";"Males";"71 years";94
"K-4647 Sunnfjord";"Males";"72 years";114
"K-4647 Sunnfjord";"Males";"73 years";98
"K-4647 Sunnfjord";"Males";"74 years";94
"K-4647 Sunnfjord";"Males";"75 years";78
"K-4647 Sunnfjord";"Males";"76 years";72
"K-4647 Sunnfjord";"Males";"77 years";46
"K-4647 Sunnfjord";"Males";"78 years";38
"K-4647 Sunnfjord";"Males";"79 years";55
"K-4647 Sunnfjord";"Males";"80 years";54
"K-4647 Sunnfjord";"Males";"81 years";53
"K-4647 Sunnfjord";"Males";"82 years";41
"K-4647 Sunnfjord";"Males";"83 years";32
"K-4647 Sunnfjord";"Males";"84 years";32
"K-4647 Sunnfjord";"Males";"85 years";30
"K-4647 Sunnfjord";"Males";"86 years";19
"K-4647 Sunnfjord";"Males";"87 years";18
"K-4647 Sunnfjord";"Males";"88 years";25
"K-4647 Sunnfjord";"Males";"89 years";26
"K-4647 Sunnfjord";"Males";"90 years";15
"K-4647 Sunnfjord";"Males";"91 years";14
"K-4647 Sunnfjord";"Males";"92 years";7
"K-4647 Sunnfjord";"Males";"93 years";7
"K-4647 Sunnfjord";"Males";"94 years";6
"K-4647 Sunnfjord";"Males";"95 years";4
"K-4647 Sunnfjord";"Males";"96 years";1
"K-4647 Sunnfjord";"Males";"97 years";2
"K-4647 Sunnfjord";"Males";"98 years";3
"K-4647 Sunnfjord";"Males";"99 years";1
"K-4647 Sunnfjord";"Males";"100 years";0
"K-4647 Sunnfjord";"Males";"101 years";0
"K-4647 Sunnfjord";"Males";"102 years";0
"K-4647 Sunnfjord";"Males";"103 years";0
"K-4647 Sunnfjord";"Males";"104 years";0
"K-4647 Sunnfjord";"Males";"105 years or older";0
"K-4647 Sunnfjord";"Females";"0 years";124
"K-4647 Sunnfjord";"Females";"1 year";131
"K-4647 Sunnfjord";"Females";"2 years";109
"K-4647 Sunnfjord";"Females";"3 years";113
"K-4647 Sunnfjord";"Females";"4 years";116
"K-4647 Sunnfjord";"Females";"5 years";149
"K-4647 Sunnfjord";"Females";"6 years";125
"K-4647 Sunnfjord";"Females";"7 years";133
"K-4647 Sunnfjord";"Females";"8 years";165
"K-4647 Sunnfjord";"Females";"9 years";150
"K-4647 Sunnfjord";"Females";"10 years";142
"K-4647 Sunnfjord";"Females";"11 years";144
"K-4647 Sunnfjord";"Females";"12 years";143
"K-4647 Sunnfjord";"Females";"13 years";140
"K-4647 Sunnfjord";"Females";"14 years";147
"K-4647 Sunnfjord";"Females";"15 years";137
"K-4647 Sunnfjord";"Females";"16 years";162
"K-4647 Sunnfjord";"Females";"17 years";140
"K-4647 Sunnfjord";"Females";"18 years";128
"K-4647 Sunnfjord";"Females";"19 years";146
"K-4647 Sunnfjord";"Females";"20 years";129
"K-4647 Sunnfjord";"Females";"21 years";144
"K-4647 Sunnfjord";"Females";"22 years";131
"K-4647 Sunnfjord";"Females";"23 years";136
"K-4647 Sunnfjord";"Females";"24 years";110
"K-4647 Sunnfjord";"Females";"25 years";136
"K-4647 Sunnfjord";"Females";"26 years";138
"K-4647 Sunnfjord";"Females";"27 years";146
"K-4647 Sunnfjord";"Females";"28 years";151
"K-4647 Sunnfjord";"Females";"29 years";125
"K-4647 Sunnfjord";"Females";"30 years";130
"K-4647 Sunnfjord";"Females";"31 years";162
"K-4647 Sunnfjord";"Females";"32 years";144
"K-4647 Sunnfjord";"Females";"33 years";103
"K-4647 Sunnfjord";"Females";"34 years";142
"K-4647 Sunnfjord";"Females";"35 years";140
"K-4647 Sunnfjord";"Females";"36 years";146
"K-4647 Sunnfjord";"Females";"37 years";118
"K-4647 Sunnfjord";"Females";"38 years";137
"K-4647 Sunnfjord";"Females";"39 years";119
"K-4647 Sunnfjord";"Females";"40 years";135
"K-4647 Sunnfjord";"Females";"41 years";144
"K-4647 Sunnfjord";"Females";"42 years";126
"K-4647 Sunnfjord";"Females";"43 years";119
"K-4647 Sunnfjord";"Females";"44 years";128
"K-4647 Sunnfjord";"Females";"45 years";136
"K-4647 Sunnfjord";"Females";"46 years";131
"K-4647 Sunnfjord";"Females";"47 years";155
"K-4647 Sunnfjord";"Females";"48 years";143
"K-4647 Sunnfjord";"Females";"49 years";152
"K-4647 Sunnfjord";"Females";"50 years";146
"K-4647 Sunnfjord";"Females";"51 years";135
"K-4647 Sunnfjord";"Females";"52 years";133
"K-4647 Sunnfjord";"Females";"53 years";125
"K-4647 Sunnfjord";"Females";"54 years";139
"K-4647 Sunnfjord";"Females";"55 years";145
"K-4647 Sunnfjord";"Females";"56 years";139
"K-4647 Sunnfjord";"Females";"57 years";128
"K-4647 Sunnfjord";"Females";"58 years";132
"K-4647 Sunnfjord";"Females";"59 years";133
"K-4647 Sunnfjord";"Females";"60 years";144
"K-4647 Sunnfjord";"Females";"61 years";140
"K-4647 Sunnfjord";"Females";"62 years";137
"K-4647 Sunnfjord";"Females";"63 years";137
"K-4647 Sunnfjord";"Females";"64 years";116
"K-4647 Sunnfjord";"Females";"65 years";116
"K-4647 Sunnfjord";"Females";"66 years";155
"K-4647 Sunnfjord";"Females";"67 years";104
"K-4647 Sunnfjord";"Females";"68 years";107
"K-4647 Sunnfjord";"Females";"69 years";103
"K-4647 Sunnfjord";"Females";"70 years";93
"K-4647 Sunnfjord";"Females";"71 years";107
"K-4647 Sunnfjord";"Females";"72 years";97
"K-4647 Sunnfjord";"Females";"73 years";102
"K-4647 Sunnfjord";"Females";"74 years";79
"K-4647 Sunnfjord";"Females";"75 years";87
"K-4647 Sunnfjord";"Females";"76 years";59
"K-4647 Sunnfjord";"Females";"77 years";61
"K-4647 Sunnfjord";"Females";"78 years";48
"K-4647 Sunnfjord";"Females";"79 years";54
"K-4647 Sunnfjord";"Females";"80 years";52
"K-4647 Sunnfjord";"Females";"81 years";52
"K-4647 Sunnfjord";"Females";"82 years";58
"K-4647 Sunnfjord";"Females";"83 years";37
"K-4647 Sunnfjord";"Females";"84 years";39
"K-4647 Sunnfjord";"Females";"85 years";38
"K-4647 Sunnfjord";"Females";"86 years";27
"K-4647 Sunnfjord";"Females";"87 years";41
"K-4647 Sunnfjord";"Females";"88 years";36
"K-4647 Sunnfjord";"Females";"89 years";29
"K-4647 Sunnfjord";"Females";"90 years";25
"K-4647 Sunnfjord";"Females";"91 years";31
"K-4647 Sunnfjord";"Females";"92 years";26
"K-4647 Sunnfjord";"Females";"93 years";9
"K-4647 Sunnfjord";"Females";"94 years";20
"K-4647 Sunnfjord";"Females";"95 years";15
"K-4647 Sunnfjord";"Females";"96 years";10
"K-4647 Sunnfjord";"Females";"97 years";5
"K-4647 Sunnfjord";"Females";"98 years";5
"K-4647 Sunnfjord";"Females";"99 years";2
"K-4647 Sunnfjord";"Females";"100 years";0
"K-4647 Sunnfjord";"Females";"101 years";1
"K-4647 Sunnfjord";"Females";"102 years";0
"K-4647 Sunnfjord";"Females";"103 years";1
"K-4647 Sunnfjord";"Females";"104 years";0
"K-4647 Sunnfjord";"Females";"105 years or older";0
"K-4648 Bremanger";"Males";"0 years";13
"K-4648 Bremanger";"Males";"1 year";12
"K-4648 Bremanger";"Males";"2 years";9
"K-4648 Bremanger";"Males";"3 years";16
"K-4648 Bremanger";"Males";"4 years";16
"K-4648 Bremanger";"Males";"5 years";20
"K-4648 Bremanger";"Males";"6 years";23
"K-4648 Bremanger";"Males";"7 years";18
"K-4648 Bremanger";"Males";"8 years";17
"K-4648 Bremanger";"Males";"9 years";32
"K-4648 Bremanger";"Males";"10 years";19
"K-4648 Bremanger";"Males";"11 years";22
"K-4648 Bremanger";"Males";"12 years";23
"K-4648 Bremanger";"Males";"13 years";17
"K-4648 Bremanger";"Males";"14 years";21
"K-4648 Bremanger";"Males";"15 years";33
"K-4648 Bremanger";"Males";"16 years";25
"K-4648 Bremanger";"Males";"17 years";27
"K-4648 Bremanger";"Males";"18 years";19
"K-4648 Bremanger";"Males";"19 years";24
"K-4648 Bremanger";"Males";"20 years";27
"K-4648 Bremanger";"Males";"21 years";27
"K-4648 Bremanger";"Males";"22 years";33
"K-4648 Bremanger";"Males";"23 years";18
"K-4648 Bremanger";"Males";"24 years";24
"K-4648 Bremanger";"Males";"25 years";18
"K-4648 Bremanger";"Males";"26 years";12
"K-4648 Bremanger";"Males";"27 years";13
"K-4648 Bremanger";"Males";"28 years";14
"K-4648 Bremanger";"Males";"29 years";11
"K-4648 Bremanger";"Males";"30 years";16
"K-4648 Bremanger";"Males";"31 years";14
"K-4648 Bremanger";"Males";"32 years";20
"K-4648 Bremanger";"Males";"33 years";19
"K-4648 Bremanger";"Males";"34 years";21
"K-4648 Bremanger";"Males";"35 years";7
"K-4648 Bremanger";"Males";"36 years";15
"K-4648 Bremanger";"Males";"37 years";20
"K-4648 Bremanger";"Males";"38 years";18
"K-4648 Bremanger";"Males";"39 years";23
"K-4648 Bremanger";"Males";"40 years";22
"K-4648 Bremanger";"Males";"41 years";20
"K-4648 Bremanger";"Males";"42 years";22
"K-4648 Bremanger";"Males";"43 years";16
"K-4648 Bremanger";"Males";"44 years";24
"K-4648 Bremanger";"Males";"45 years";24
"K-4648 Bremanger";"Males";"46 years";32
"K-4648 Bremanger";"Males";"47 years";32
"K-4648 Bremanger";"Males";"48 years";25
"K-4648 Bremanger";"Males";"49 years";24
"K-4648 Bremanger";"Males";"50 years";23
"K-4648 Bremanger";"Males";"51 years";28
"K-4648 Bremanger";"Males";"52 years";28
"K-4648 Bremanger";"Males";"53 years";25
"K-4648 Bremanger";"Males";"54 years";28
"K-4648 Bremanger";"Males";"55 years";23
"K-4648 Bremanger";"Males";"56 years";41
"K-4648 Bremanger";"Males";"57 years";21
"K-4648 Bremanger";"Males";"58 years";28
"K-4648 Bremanger";"Males";"59 years";35
"K-4648 Bremanger";"Males";"60 years";24
"K-4648 Bremanger";"Males";"61 years";25
"K-4648 Bremanger";"Males";"62 years";19
"K-4648 Bremanger";"Males";"63 years";30
"K-4648 Bremanger";"Males";"64 years";20
"K-4648 Bremanger";"Males";"65 years";27
"K-4648 Bremanger";"Males";"66 years";22
"K-4648 Bremanger";"Males";"67 years";25
"K-4648 Bremanger";"Males";"68 years";32
"K-4648 Bremanger";"Males";"69 years";18
"K-4648 Bremanger";"Males";"70 years";26
"K-4648 Bremanger";"Males";"71 years";23
"K-4648 Bremanger";"Males";"72 years";30
"K-4648 Bremanger";"Males";"73 years";18
"K-4648 Bremanger";"Males";"74 years";24
"K-4648 Bremanger";"Males";"75 years";19
"K-4648 Bremanger";"Males";"76 years";17
"K-4648 Bremanger";"Males";"77 years";9
"K-4648 Bremanger";"Males";"78 years";17
"K-4648 Bremanger";"Males";"79 years";7
"K-4648 Bremanger";"Males";"80 years";15
"K-4648 Bremanger";"Males";"81 years";11
"K-4648 Bremanger";"Males";"82 years";10
"K-4648 Bremanger";"Males";"83 years";17
"K-4648 Bremanger";"Males";"84 years";9
"K-4648 Bremanger";"Males";"85 years";7
"K-4648 Bremanger";"Males";"86 years";9
"K-4648 Bremanger";"Males";"87 years";6
"K-4648 Bremanger";"Males";"88 years";8
"K-4648 Bremanger";"Males";"89 years";7
"K-4648 Bremanger";"Males";"90 years";6
"K-4648 Bremanger";"Males";"91 years";5
"K-4648 Bremanger";"Males";"92 years";5
"K-4648 Bremanger";"Males";"93 years";1
"K-4648 Bremanger";"Males";"94 years";3
"K-4648 Bremanger";"Males";"95 years";1
"K-4648 Bremanger";"Males";"96 years";1
"K-4648 Bremanger";"Males";"97 years";1
"K-4648 Bremanger";"Males";"98 years";0
"K-4648 Bremanger";"Males";"99 years";0
"K-4648 Bremanger";"Males";"100 years";0
"K-4648 Bremanger";"Males";"101 years";0
"K-4648 Bremanger";"Males";"102 years";0
"K-4648 Bremanger";"Males";"103 years";0
"K-4648 Bremanger";"Males";"104 years";0
"K-4648 Bremanger";"Males";"105 years or older";0
"K-4648 Bremanger";"Females";"0 years";17
"K-4648 Bremanger";"Females";"1 year";19
"K-4648 Bremanger";"Females";"2 years";14
"K-4648 Bremanger";"Females";"3 years";14
"K-4648 Bremanger";"Females";"4 years";8
"K-4648 Bremanger";"Females";"5 years";12
"K-4648 Bremanger";"Females";"6 years";17
"K-4648 Bremanger";"Females";"7 years";19
"K-4648 Bremanger";"Females";"8 years";13
"K-4648 Bremanger";"Females";"9 years";21
"K-4648 Bremanger";"Females";"10 years";18
"K-4648 Bremanger";"Females";"11 years";18
"K-4648 Bremanger";"Females";"12 years";26
"K-4648 Bremanger";"Females";"13 years";29
"K-4648 Bremanger";"Females";"14 years";19
"K-4648 Bremanger";"Females";"15 years";31
"K-4648 Bremanger";"Females";"16 years";26
"K-4648 Bremanger";"Females";"17 years";22
"K-4648 Bremanger";"Females";"18 years";26
"K-4648 Bremanger";"Females";"19 years";21
"K-4648 Bremanger";"Females";"20 years";23
"K-4648 Bremanger";"Females";"21 years";20
"K-4648 Bremanger";"Females";"22 years";16
"K-4648 Bremanger";"Females";"23 years";19
"K-4648 Bremanger";"Females";"24 years";18
"K-4648 Bremanger";"Females";"25 years";14
"K-4648 Bremanger";"Females";"26 years";12
"K-4648 Bremanger";"Females";"27 years";17
"K-4648 Bremanger";"Females";"28 years";13
"K-4648 Bremanger";"Females";"29 years";19
"K-4648 Bremanger";"Females";"30 years";19
"K-4648 Bremanger";"Females";"31 years";11
"K-4648 Bremanger";"Females";"32 years";15
"K-4648 Bremanger";"Females";"33 years";15
"K-4648 Bremanger";"Females";"34 years";12
"K-4648 Bremanger";"Females";"35 years";12
"K-4648 Bremanger";"Females";"36 years";12
"K-4648 Bremanger";"Females";"37 years";18
"K-4648 Bremanger";"Females";"38 years";21
"K-4648 Bremanger";"Females";"39 years";22
"K-4648 Bremanger";"Females";"40 years";15
"K-4648 Bremanger";"Females";"41 years";21
"K-4648 Bremanger";"Females";"42 years";18
"K-4648 Bremanger";"Females";"43 years";22
"K-4648 Bremanger";"Females";"44 years";17
"K-4648 Bremanger";"Females";"45 years";23
"K-4648 Bremanger";"Females";"46 years";26
"K-4648 Bremanger";"Females";"47 years";28
"K-4648 Bremanger";"Females";"48 years";27
"K-4648 Bremanger";"Females";"49 years";28
"K-4648 Bremanger";"Females";"50 years";24
"K-4648 Bremanger";"Females";"51 years";22
"K-4648 Bremanger";"Females";"52 years";27
"K-4648 Bremanger";"Females";"53 years";24
"K-4648 Bremanger";"Females";"54 years";28
"K-4648 Bremanger";"Females";"55 years";20
"K-4648 Bremanger";"Females";"56 years";15
"K-4648 Bremanger";"Females";"57 years";20
"K-4648 Bremanger";"Females";"58 years";24
"K-4648 Bremanger";"Females";"59 years";25
"K-4648 Bremanger";"Females";"60 years";20
"K-4648 Bremanger";"Females";"61 years";23
"K-4648 Bremanger";"Females";"62 years";19
"K-4648 Bremanger";"Females";"63 years";18
"K-4648 Bremanger";"Females";"64 years";19
"K-4648 Bremanger";"Females";"65 years";18
"K-4648 Bremanger";"Females";"66 years";25
"K-4648 Bremanger";"Females";"67 years";20
"K-4648 Bremanger";"Females";"68 years";25
"K-4648 Bremanger";"Females";"69 years";17
"K-4648 Bremanger";"Females";"70 years";25
"K-4648 Bremanger";"Females";"71 years";20
"K-4648 Bremanger";"Females";"72 years";24
"K-4648 Bremanger";"Females";"73 years";18
"K-4648 Bremanger";"Females";"74 years";21
"K-4648 Bremanger";"Females";"75 years";31
"K-4648 Bremanger";"Females";"76 years";13
"K-4648 Bremanger";"Females";"77 years";21
"K-4648 Bremanger";"Females";"78 years";15
"K-4648 Bremanger";"Females";"79 years";24
"K-4648 Bremanger";"Females";"80 years";13
"K-4648 Bremanger";"Females";"81 years";20
"K-4648 Bremanger";"Females";"82 years";13
"K-4648 Bremanger";"Females";"83 years";18
"K-4648 Bremanger";"Females";"84 years";12
"K-4648 Bremanger";"Females";"85 years";20
"K-4648 Bremanger";"Females";"86 years";10
"K-4648 Bremanger";"Females";"87 years";12
"K-4648 Bremanger";"Females";"88 years";7
"K-4648 Bremanger";"Females";"89 years";16
"K-4648 Bremanger";"Females";"90 years";7
"K-4648 Bremanger";"Females";"91 years";8
"K-4648 Bremanger";"Females";"92 years";8
"K-4648 Bremanger";"Females";"93 years";4
"K-4648 Bremanger";"Females";"94 years";4
"K-4648 Bremanger";"Females";"95 years";3
"K-4648 Bremanger";"Females";"96 years";4
"K-4648 Bremanger";"Females";"97 years";2
"K-4648 Bremanger";"Females";"98 years";4
"K-4648 Bremanger";"Females";"99 years";1
"K-4648 Bremanger";"Females";"100 years";2
"K-4648 Bremanger";"Females";"101 years";0
"K-4648 Bremanger";"Females";"102 years";2
"K-4648 Bremanger";"Females";"103 years";0
"K-4648 Bremanger";"Females";"104 years";0
"K-4648 Bremanger";"Females";"105 years or older";0
"K-4649 Stad";"Males";"0 years";35
"K-4649 Stad";"Males";"1 year";53
"K-4649 Stad";"Males";"2 years";41
"K-4649 Stad";"Males";"3 years";63
"K-4649 Stad";"Males";"4 years";45
"K-4649 Stad";"Males";"5 years";62
"K-4649 Stad";"Males";"6 years";55
"K-4649 Stad";"Males";"7 years";54
"K-4649 Stad";"Males";"8 years";72
"K-4649 Stad";"Males";"9 years";63
"K-4649 Stad";"Males";"10 years";53
"K-4649 Stad";"Males";"11 years";53
"K-4649 Stad";"Males";"12 years";53
"K-4649 Stad";"Males";"13 years";64
"K-4649 Stad";"Males";"14 years";66
"K-4649 Stad";"Males";"15 years";55
"K-4649 Stad";"Males";"16 years";66
"K-4649 Stad";"Males";"17 years";55
"K-4649 Stad";"Males";"18 years";56
"K-4649 Stad";"Males";"19 years";73
"K-4649 Stad";"Males";"20 years";80
"K-4649 Stad";"Males";"21 years";58
"K-4649 Stad";"Males";"22 years";57
"K-4649 Stad";"Males";"23 years";67
"K-4649 Stad";"Males";"24 years";64
"K-4649 Stad";"Males";"25 years";52
"K-4649 Stad";"Males";"26 years";54
"K-4649 Stad";"Males";"27 years";58
"K-4649 Stad";"Males";"28 years";58
"K-4649 Stad";"Males";"29 years";54
"K-4649 Stad";"Males";"30 years";42
"K-4649 Stad";"Males";"31 years";51
"K-4649 Stad";"Males";"32 years";41
"K-4649 Stad";"Males";"33 years";52
"K-4649 Stad";"Males";"34 years";47
"K-4649 Stad";"Males";"35 years";38
"K-4649 Stad";"Males";"36 years";52
"K-4649 Stad";"Males";"37 years";47
"K-4649 Stad";"Males";"38 years";59
"K-4649 Stad";"Males";"39 years";54
"K-4649 Stad";"Males";"40 years";64
"K-4649 Stad";"Males";"41 years";58
"K-4649 Stad";"Males";"42 years";58
"K-4649 Stad";"Males";"43 years";60
"K-4649 Stad";"Males";"44 years";50
"K-4649 Stad";"Males";"45 years";61
"K-4649 Stad";"Males";"46 years";60
"K-4649 Stad";"Males";"47 years";55
"K-4649 Stad";"Males";"48 years";63
"K-4649 Stad";"Males";"49 years";47
"K-4649 Stad";"Males";"50 years";84
"K-4649 Stad";"Males";"51 years";63
"K-4649 Stad";"Males";"52 years";63
"K-4649 Stad";"Males";"53 years";68
"K-4649 Stad";"Males";"54 years";63
"K-4649 Stad";"Males";"55 years";76
"K-4649 Stad";"Males";"56 years";65
"K-4649 Stad";"Males";"57 years";54
"K-4649 Stad";"Males";"58 years";57
"K-4649 Stad";"Males";"59 years";81
"K-4649 Stad";"Males";"60 years";66
"K-4649 Stad";"Males";"61 years";77
"K-4649 Stad";"Males";"62 years";70
"K-4649 Stad";"Males";"63 years";56
"K-4649 Stad";"Males";"64 years";60
"K-4649 Stad";"Males";"65 years";69
"K-4649 Stad";"Males";"66 years";67
"K-4649 Stad";"Males";"67 years";64
"K-4649 Stad";"Males";"68 years";60
"K-4649 Stad";"Males";"69 years";50
"K-4649 Stad";"Males";"70 years";55
"K-4649 Stad";"Males";"71 years";63
"K-4649 Stad";"Males";"72 years";55
"K-4649 Stad";"Males";"73 years";46
"K-4649 Stad";"Males";"74 years";47
"K-4649 Stad";"Males";"75 years";45
"K-4649 Stad";"Males";"76 years";37
"K-4649 Stad";"Males";"77 years";34
"K-4649 Stad";"Males";"78 years";29
"K-4649 Stad";"Males";"79 years";25
"K-4649 Stad";"Males";"80 years";33
"K-4649 Stad";"Males";"81 years";21
"K-4649 Stad";"Males";"82 years";16
"K-4649 Stad";"Males";"83 years";23
"K-4649 Stad";"Males";"84 years";25
"K-4649 Stad";"Males";"85 years";22
"K-4649 Stad";"Males";"86 years";15
"K-4649 Stad";"Males";"87 years";17
"K-4649 Stad";"Males";"88 years";9
"K-4649 Stad";"Males";"89 years";10
"K-4649 Stad";"Males";"90 years";6
"K-4649 Stad";"Males";"91 years";6
"K-4649 Stad";"Males";"92 years";3
"K-4649 Stad";"Males";"93 years";2
"K-4649 Stad";"Males";"94 years";2
"K-4649 Stad";"Males";"95 years";7
"K-4649 Stad";"Males";"96 years";2
"K-4649 Stad";"Males";"97 years";2
"K-4649 Stad";"Males";"98 years";1
"K-4649 Stad";"Males";"99 years";0
"K-4649 Stad";"Males";"100 years";2
"K-4649 Stad";"Males";"101 years";0
"K-4649 Stad";"Males";"102 years";0
"K-4649 Stad";"Males";"103 years";0
"K-4649 Stad";"Males";"104 years";0
"K-4649 Stad";"Males";"105 years or older";0
"K-4649 Stad";"Females";"0 years";38
"K-4649 Stad";"Females";"1 year";41
"K-4649 Stad";"Females";"2 years";50
"K-4649 Stad";"Females";"3 years";52
"K-4649 Stad";"Females";"4 years";57
"K-4649 Stad";"Females";"5 years";52
"K-4649 Stad";"Females";"6 years";57
"K-4649 Stad";"Females";"7 years";51
"K-4649 Stad";"Females";"8 years";61
"K-4649 Stad";"Females";"9 years";50
"K-4649 Stad";"Females";"10 years";70
"K-4649 Stad";"Females";"11 years";66
"K-4649 Stad";"Females";"12 years";62
"K-4649 Stad";"Females";"13 years";58
"K-4649 Stad";"Females";"14 years";55
"K-4649 Stad";"Females";"15 years";67
"K-4649 Stad";"Females";"16 years";64
"K-4649 Stad";"Females";"17 years";55
"K-4649 Stad";"Females";"18 years";65
"K-4649 Stad";"Females";"19 years";73
"K-4649 Stad";"Females";"20 years";59
"K-4649 Stad";"Females";"21 years";62
"K-4649 Stad";"Females";"22 years";56
"K-4649 Stad";"Females";"23 years";67
"K-4649 Stad";"Females";"24 years";46
"K-4649 Stad";"Females";"25 years";43
"K-4649 Stad";"Females";"26 years";39
"K-4649 Stad";"Females";"27 years";43
"K-4649 Stad";"Females";"28 years";58
"K-4649 Stad";"Females";"29 years";43
"K-4649 Stad";"Females";"30 years";57
"K-4649 Stad";"Females";"31 years";61
"K-4649 Stad";"Females";"32 years";45
"K-4649 Stad";"Females";"33 years";52
"K-4649 Stad";"Females";"34 years";38
"K-4649 Stad";"Females";"35 years";53
"K-4649 Stad";"Females";"36 years";52
"K-4649 Stad";"Females";"37 years";49
"K-4649 Stad";"Females";"38 years";58
"K-4649 Stad";"Females";"39 years";41
"K-4649 Stad";"Females";"40 years";55
"K-4649 Stad";"Females";"41 years";58
"K-4649 Stad";"Females";"42 years";55
"K-4649 Stad";"Females";"43 years";34
"K-4649 Stad";"Females";"44 years";56
"K-4649 Stad";"Females";"45 years";51
"K-4649 Stad";"Females";"46 years";49
"K-4649 Stad";"Females";"47 years";54
"K-4649 Stad";"Females";"48 years";73
"K-4649 Stad";"Females";"49 years";63
"K-4649 Stad";"Females";"50 years";67
"K-4649 Stad";"Females";"51 years";59
"K-4649 Stad";"Females";"52 years";45
"K-4649 Stad";"Females";"53 years";72
"K-4649 Stad";"Females";"54 years";67
"K-4649 Stad";"Females";"55 years";60
"K-4649 Stad";"Females";"56 years";55
"K-4649 Stad";"Females";"57 years";64
"K-4649 Stad";"Females";"58 years";50
"K-4649 Stad";"Females";"59 years";65
"K-4649 Stad";"Females";"60 years";58
"K-4649 Stad";"Females";"61 years";62
"K-4649 Stad";"Females";"62 years";73
"K-4649 Stad";"Females";"63 years";69
"K-4649 Stad";"Females";"64 years";53
"K-4649 Stad";"Females";"65 years";58
"K-4649 Stad";"Females";"66 years";52
"K-4649 Stad";"Females";"67 years";64
"K-4649 Stad";"Females";"68 years";48
"K-4649 Stad";"Females";"69 years";43
"K-4649 Stad";"Females";"70 years";50
"K-4649 Stad";"Females";"71 years";52
"K-4649 Stad";"Females";"72 years";49
"K-4649 Stad";"Females";"73 years";44
"K-4649 Stad";"Females";"74 years";44
"K-4649 Stad";"Females";"75 years";38
"K-4649 Stad";"Females";"76 years";43
"K-4649 Stad";"Females";"77 years";44
"K-4649 Stad";"Females";"78 years";36
"K-4649 Stad";"Females";"79 years";30
"K-4649 Stad";"Females";"80 years";27
"K-4649 Stad";"Females";"81 years";37
"K-4649 Stad";"Females";"82 years";35
"K-4649 Stad";"Females";"83 years";28
"K-4649 Stad";"Females";"84 years";29
"K-4649 Stad";"Females";"85 years";20
"K-4649 Stad";"Females";"86 years";17
"K-4649 Stad";"Females";"87 years";22
"K-4649 Stad";"Females";"88 years";28
"K-4649 Stad";"Females";"89 years";11
"K-4649 Stad";"Females";"90 years";19
"K-4649 Stad";"Females";"91 years";17
"K-4649 Stad";"Females";"92 years";16
"K-4649 Stad";"Females";"93 years";8
"K-4649 Stad";"Females";"94 years";10
"K-4649 Stad";"Females";"95 years";9
"K-4649 Stad";"Females";"96 years";7
"K-4649 Stad";"Females";"97 years";6
"K-4649 Stad";"Females";"98 years";3
"K-4649 Stad";"Females";"99 years";2
"K-4649 Stad";"Females";"100 years";4
"K-4649 Stad";"Females";"101 years";2
"K-4649 Stad";"Females";"102 years";0
"K-4649 Stad";"Females";"103 years";1
"K-4649 Stad";"Females";"104 years";0
"K-4649 Stad";"Females";"105 years or older";0
"K-4650 Gloppen";"Males";"0 years";26
"K-4650 Gloppen";"Males";"1 year";35
"K-4650 Gloppen";"Males";"2 years";39
"K-4650 Gloppen";"Males";"3 years";25
"K-4650 Gloppen";"Males";"4 years";34
"K-4650 Gloppen";"Males";"5 years";37
