"region";"sex";"age";"Persons 2020"
"K-3051 Rollag";"Males";"93 years";0
"K-3051 Rollag";"Males";"94 years";1
"K-3051 Rollag";"Males";"95 years";1
"K-3051 Rollag";"Males";"96 years";0
"K-3051 Rollag";"Males";"97 years";1
"K-3051 Rollag";"Males";"98 years";0
"K-3051 Rollag";"Males";"99 years";0
"K-3051 Rollag";"Males";"100 years";0
"K-3051 Rollag";"Males";"101 years";0
"K-3051 Rollag";"Males";"102 years";0
"K-3051 Rollag";"Males";"103 years";0
"K-3051 Rollag";"Males";"104 years";0
"K-3051 Rollag";"Males";"105 years or older";0
"K-3051 Rollag";"Females";"0 years";6
"K-3051 Rollag";"Females";"1 year";7
"K-3051 Rollag";"Females";"2 years";7
"K-3051 Rollag";"Females";"3 years";7
"K-3051 Rollag";"Females";"4 years";10
"K-3051 Rollag";"Females";"5 years";10
"K-3051 Rollag";"Females";"6 years";3
"K-3051 Rollag";"Females";"7 years";5
"K-3051 Rollag";"Females";"8 years";5
"K-3051 Rollag";"Females";"9 years";7
"K-3051 Rollag";"Females";"10 years";4
"K-3051 Rollag";"Females";"11 years";6
"K-3051 Rollag";"Females";"12 years";6
"K-3051 Rollag";"Females";"13 years";2
"K-3051 Rollag";"Females";"14 years";7
"K-3051 Rollag";"Females";"15 years";14
"K-3051 Rollag";"Females";"16 years";4
"K-3051 Rollag";"Females";"17 years";10
"K-3051 Rollag";"Females";"18 years";9
"K-3051 Rollag";"Females";"19 years";8
"K-3051 Rollag";"Females";"20 years";7
"K-3051 Rollag";"Females";"21 years";8
"K-3051 Rollag";"Females";"22 years";8
"K-3051 Rollag";"Females";"23 years";6
"K-3051 Rollag";"Females";"24 years";9
"K-3051 Rollag";"Females";"25 years";10
"K-3051 Rollag";"Females";"26 years";5
"K-3051 Rollag";"Females";"27 years";2
"K-3051 Rollag";"Females";"28 years";7
"K-3051 Rollag";"Females";"29 years";3
"K-3051 Rollag";"Females";"30 years";8
"K-3051 Rollag";"Females";"31 years";3
"K-3051 Rollag";"Females";"32 years";4
"K-3051 Rollag";"Females";"33 years";5
"K-3051 Rollag";"Females";"34 years";14
"K-3051 Rollag";"Females";"35 years";10
"K-3051 Rollag";"Females";"36 years";5
"K-3051 Rollag";"Females";"37 years";8
"K-3051 Rollag";"Females";"38 years";3
"K-3051 Rollag";"Females";"39 years";5
"K-3051 Rollag";"Females";"40 years";6
"K-3051 Rollag";"Females";"41 years";8
"K-3051 Rollag";"Females";"42 years";7
"K-3051 Rollag";"Females";"43 years";4
"K-3051 Rollag";"Females";"44 years";6
"K-3051 Rollag";"Females";"45 years";10
"K-3051 Rollag";"Females";"46 years";10
"K-3051 Rollag";"Females";"47 years";9
"K-3051 Rollag";"Females";"48 years";14
"K-3051 Rollag";"Females";"49 years";8
"K-3051 Rollag";"Females";"50 years";9
"K-3051 Rollag";"Females";"51 years";7
"K-3051 Rollag";"Females";"52 years";9
"K-3051 Rollag";"Females";"53 years";7
"K-3051 Rollag";"Females";"54 years";8
"K-3051 Rollag";"Females";"55 years";6
"K-3051 Rollag";"Females";"56 years";10
"K-3051 Rollag";"Females";"57 years";10
"K-3051 Rollag";"Females";"58 years";15
"K-3051 Rollag";"Females";"59 years";7
"K-3051 Rollag";"Females";"60 years";12
"K-3051 Rollag";"Females";"61 years";12
"K-3051 Rollag";"Females";"62 years";9
"K-3051 Rollag";"Females";"63 years";8
"K-3051 Rollag";"Females";"64 years";10
"K-3051 Rollag";"Females";"65 years";9
"K-3051 Rollag";"Females";"66 years";11
"K-3051 Rollag";"Females";"67 years";10
"K-3051 Rollag";"Females";"68 years";8
"K-3051 Rollag";"Females";"69 years";13
"K-3051 Rollag";"Females";"70 years";12
"K-3051 Rollag";"Females";"71 years";7
"K-3051 Rollag";"Females";"72 years";7
"K-3051 Rollag";"Females";"73 years";10
"K-3051 Rollag";"Females";"74 years";13
"K-3051 Rollag";"Females";"75 years";4
"K-3051 Rollag";"Females";"76 years";5
"K-3051 Rollag";"Females";"77 years";9
"K-3051 Rollag";"Females";"78 years";11
"K-3051 Rollag";"Females";"79 years";5
"K-3051 Rollag";"Females";"80 years";2
"K-3051 Rollag";"Females";"81 years";10
"K-3051 Rollag";"Females";"82 years";6
"K-3051 Rollag";"Females";"83 years";4
"K-3051 Rollag";"Females";"84 years";0
"K-3051 Rollag";"Females";"85 years";3
"K-3051 Rollag";"Females";"86 years";2
"K-3051 Rollag";"Females";"87 years";1
"K-3051 Rollag";"Females";"88 years";4
"K-3051 Rollag";"Females";"89 years";8
"K-3051 Rollag";"Females";"90 years";3
"K-3051 Rollag";"Females";"91 years";4
"K-3051 Rollag";"Females";"92 years";3
"K-3051 Rollag";"Females";"93 years";6
"K-3051 Rollag";"Females";"94 years";1
"K-3051 Rollag";"Females";"95 years";0
"K-3051 Rollag";"Females";"96 years";3
"K-3051 Rollag";"Females";"97 years";1
"K-3051 Rollag";"Females";"98 years";0
"K-3051 Rollag";"Females";"99 years";0
"K-3051 Rollag";"Females";"100 years";1
"K-3051 Rollag";"Females";"101 years";0
"K-3051 Rollag";"Females";"102 years";0
"K-3051 Rollag";"Females";"103 years";0
"K-3051 Rollag";"Females";"104 years";0
"K-3051 Rollag";"Females";"105 years or older";0
"K-3052 Nore og Uvdal";"Males";"0 years";9
"K-3052 Nore og Uvdal";"Males";"1 year";10
"K-3052 Nore og Uvdal";"Males";"2 years";9
"K-3052 Nore og Uvdal";"Males";"3 years";8
"K-3052 Nore og Uvdal";"Males";"4 years";10
"K-3052 Nore og Uvdal";"Males";"5 years";10
"K-3052 Nore og Uvdal";"Males";"6 years";13
"K-3052 Nore og Uvdal";"Males";"7 years";9
"K-3052 Nore og Uvdal";"Males";"8 years";14
"K-3052 Nore og Uvdal";"Males";"9 years";15
"K-3052 Nore og Uvdal";"Males";"10 years";12
"K-3052 Nore og Uvdal";"Males";"11 years";9
"K-3052 Nore og Uvdal";"Males";"12 years";22
"K-3052 Nore og Uvdal";"Males";"13 years";12
"K-3052 Nore og Uvdal";"Males";"14 years";16
"K-3052 Nore og Uvdal";"Males";"15 years";21
"K-3052 Nore og Uvdal";"Males";"16 years";14
"K-3052 Nore og Uvdal";"Males";"17 years";13
"K-3052 Nore og Uvdal";"Males";"18 years";21
"K-3052 Nore og Uvdal";"Males";"19 years";22
"K-3052 Nore og Uvdal";"Males";"20 years";18
"K-3052 Nore og Uvdal";"Males";"21 years";18
"K-3052 Nore og Uvdal";"Males";"22 years";20
"K-3052 Nore og Uvdal";"Males";"23 years";22
"K-3052 Nore og Uvdal";"Males";"24 years";20
"K-3052 Nore og Uvdal";"Males";"25 years";15
"K-3052 Nore og Uvdal";"Males";"26 years";11
"K-3052 Nore og Uvdal";"Males";"27 years";14
"K-3052 Nore og Uvdal";"Males";"28 years";13
"K-3052 Nore og Uvdal";"Males";"29 years";13
"K-3052 Nore og Uvdal";"Males";"30 years";18
"K-3052 Nore og Uvdal";"Males";"31 years";19
"K-3052 Nore og Uvdal";"Males";"32 years";9
"K-3052 Nore og Uvdal";"Males";"33 years";12
"K-3052 Nore og Uvdal";"Males";"34 years";8
"K-3052 Nore og Uvdal";"Males";"35 years";9
"K-3052 Nore og Uvdal";"Males";"36 years";11
"K-3052 Nore og Uvdal";"Males";"37 years";17
"K-3052 Nore og Uvdal";"Males";"38 years";12
"K-3052 Nore og Uvdal";"Males";"39 years";10
"K-3052 Nore og Uvdal";"Males";"40 years";13
"K-3052 Nore og Uvdal";"Males";"41 years";9
"K-3052 Nore og Uvdal";"Males";"42 years";18
"K-3052 Nore og Uvdal";"Males";"43 years";9
"K-3052 Nore og Uvdal";"Males";"44 years";11
"K-3052 Nore og Uvdal";"Males";"45 years";11
"K-3052 Nore og Uvdal";"Males";"46 years";23
"K-3052 Nore og Uvdal";"Males";"47 years";15
"K-3052 Nore og Uvdal";"Males";"48 years";21
"K-3052 Nore og Uvdal";"Males";"49 years";17
"K-3052 Nore og Uvdal";"Males";"50 years";19
"K-3052 Nore og Uvdal";"Males";"51 years";25
"K-3052 Nore og Uvdal";"Males";"52 years";18
"K-3052 Nore og Uvdal";"Males";"53 years";16
"K-3052 Nore og Uvdal";"Males";"54 years";25
"K-3052 Nore og Uvdal";"Males";"55 years";25
"K-3052 Nore og Uvdal";"Males";"56 years";13
"K-3052 Nore og Uvdal";"Males";"57 years";20
"K-3052 Nore og Uvdal";"Males";"58 years";22
"K-3052 Nore og Uvdal";"Males";"59 years";19
"K-3052 Nore og Uvdal";"Males";"60 years";15
"K-3052 Nore og Uvdal";"Males";"61 years";7
"K-3052 Nore og Uvdal";"Males";"62 years";21
"K-3052 Nore og Uvdal";"Males";"63 years";20
"K-3052 Nore og Uvdal";"Males";"64 years";19
"K-3052 Nore og Uvdal";"Males";"65 years";17
"K-3052 Nore og Uvdal";"Males";"66 years";23
"K-3052 Nore og Uvdal";"Males";"67 years";16
"K-3052 Nore og Uvdal";"Males";"68 years";18
"K-3052 Nore og Uvdal";"Males";"69 years";14
"K-3052 Nore og Uvdal";"Males";"70 years";19
"K-3052 Nore og Uvdal";"Males";"71 years";17
"K-3052 Nore og Uvdal";"Males";"72 years";14
"K-3052 Nore og Uvdal";"Males";"73 years";15
"K-3052 Nore og Uvdal";"Males";"74 years";19
"K-3052 Nore og Uvdal";"Males";"75 years";15
"K-3052 Nore og Uvdal";"Males";"76 years";8
"K-3052 Nore og Uvdal";"Males";"77 years";8
"K-3052 Nore og Uvdal";"Males";"78 years";11
"K-3052 Nore og Uvdal";"Males";"79 years";8
"K-3052 Nore og Uvdal";"Males";"80 years";10
"K-3052 Nore og Uvdal";"Males";"81 years";4
"K-3052 Nore og Uvdal";"Males";"82 years";2
"K-3052 Nore og Uvdal";"Males";"83 years";4
"K-3052 Nore og Uvdal";"Males";"84 years";10
"K-3052 Nore og Uvdal";"Males";"85 years";6
"K-3052 Nore og Uvdal";"Males";"86 years";5
"K-3052 Nore og Uvdal";"Males";"87 years";5
"K-3052 Nore og Uvdal";"Males";"88 years";3
"K-3052 Nore og Uvdal";"Males";"89 years";6
"K-3052 Nore og Uvdal";"Males";"90 years";1
"K-3052 Nore og Uvdal";"Males";"91 years";1
"K-3052 Nore og Uvdal";"Males";"92 years";2
"K-3052 Nore og Uvdal";"Males";"93 years";0
"K-3052 Nore og Uvdal";"Males";"94 years";1
"K-3052 Nore og Uvdal";"Males";"95 years";0
"K-3052 Nore og Uvdal";"Males";"96 years";0
"K-3052 Nore og Uvdal";"Males";"97 years";0
"K-3052 Nore og Uvdal";"Males";"98 years";0
"K-3052 Nore og Uvdal";"Males";"99 years";0
"K-3052 Nore og Uvdal";"Males";"100 years";0
"K-3052 Nore og Uvdal";"Males";"101 years";0
"K-3052 Nore og Uvdal";"Males";"102 years";0
"K-3052 Nore og Uvdal";"Males";"103 years";0
"K-3052 Nore og Uvdal";"Males";"104 years";0
"K-3052 Nore og Uvdal";"Males";"105 years or older";0
"K-3052 Nore og Uvdal";"Females";"0 years";11
"K-3052 Nore og Uvdal";"Females";"1 year";8
"K-3052 Nore og Uvdal";"Females";"2 years";9
"K-3052 Nore og Uvdal";"Females";"3 years";7
"K-3052 Nore og Uvdal";"Females";"4 years";11
"K-3052 Nore og Uvdal";"Females";"5 years";12
"K-3052 Nore og Uvdal";"Females";"6 years";11
"K-3052 Nore og Uvdal";"Females";"7 years";9
"K-3052 Nore og Uvdal";"Females";"8 years";14
"K-3052 Nore og Uvdal";"Females";"9 years";14
"K-3052 Nore og Uvdal";"Females";"10 years";13
"K-3052 Nore og Uvdal";"Females";"11 years";10
"K-3052 Nore og Uvdal";"Females";"12 years";10
"K-3052 Nore og Uvdal";"Females";"13 years";12
"K-3052 Nore og Uvdal";"Females";"14 years";7
"K-3052 Nore og Uvdal";"Females";"15 years";13
"K-3052 Nore og Uvdal";"Females";"16 years";14
"K-3052 Nore og Uvdal";"Females";"17 years";12
"K-3052 Nore og Uvdal";"Females";"18 years";20
"K-3052 Nore og Uvdal";"Females";"19 years";7
"K-3052 Nore og Uvdal";"Females";"20 years";11
"K-3052 Nore og Uvdal";"Females";"21 years";14
"K-3052 Nore og Uvdal";"Females";"22 years";8
"K-3052 Nore og Uvdal";"Females";"23 years";9
"K-3052 Nore og Uvdal";"Females";"24 years";9
"K-3052 Nore og Uvdal";"Females";"25 years";10
"K-3052 Nore og Uvdal";"Females";"26 years";13
"K-3052 Nore og Uvdal";"Females";"27 years";9
"K-3052 Nore og Uvdal";"Females";"28 years";16
"K-3052 Nore og Uvdal";"Females";"29 years";4
"K-3052 Nore og Uvdal";"Females";"30 years";10
"K-3052 Nore og Uvdal";"Females";"31 years";10
"K-3052 Nore og Uvdal";"Females";"32 years";20
"K-3052 Nore og Uvdal";"Females";"33 years";13
"K-3052 Nore og Uvdal";"Females";"34 years";9
"K-3052 Nore og Uvdal";"Females";"35 years";11
"K-3052 Nore og Uvdal";"Females";"36 years";8
"K-3052 Nore og Uvdal";"Females";"37 years";15
"K-3052 Nore og Uvdal";"Females";"38 years";11
"K-3052 Nore og Uvdal";"Females";"39 years";12
"K-3052 Nore og Uvdal";"Females";"40 years";7
"K-3052 Nore og Uvdal";"Females";"41 years";8
"K-3052 Nore og Uvdal";"Females";"42 years";16
"K-3052 Nore og Uvdal";"Females";"43 years";9
"K-3052 Nore og Uvdal";"Females";"44 years";13
"K-3052 Nore og Uvdal";"Females";"45 years";14
"K-3052 Nore og Uvdal";"Females";"46 years";21
"K-3052 Nore og Uvdal";"Females";"47 years";17
"K-3052 Nore og Uvdal";"Females";"48 years";16
"K-3052 Nore og Uvdal";"Females";"49 years";23
"K-3052 Nore og Uvdal";"Females";"50 years";15
"K-3052 Nore og Uvdal";"Females";"51 years";18
"K-3052 Nore og Uvdal";"Females";"52 years";14
"K-3052 Nore og Uvdal";"Females";"53 years";18
"K-3052 Nore og Uvdal";"Females";"54 years";27
"K-3052 Nore og Uvdal";"Females";"55 years";15
"K-3052 Nore og Uvdal";"Females";"56 years";20
"K-3052 Nore og Uvdal";"Females";"57 years";12
"K-3052 Nore og Uvdal";"Females";"58 years";16
"K-3052 Nore og Uvdal";"Females";"59 years";20
"K-3052 Nore og Uvdal";"Females";"60 years";13
"K-3052 Nore og Uvdal";"Females";"61 years";18
"K-3052 Nore og Uvdal";"Females";"62 years";21
"K-3052 Nore og Uvdal";"Females";"63 years";14
"K-3052 Nore og Uvdal";"Females";"64 years";13
"K-3052 Nore og Uvdal";"Females";"65 years";15
"K-3052 Nore og Uvdal";"Females";"66 years";14
"K-3052 Nore og Uvdal";"Females";"67 years";21
"K-3052 Nore og Uvdal";"Females";"68 years";13
"K-3052 Nore og Uvdal";"Females";"69 years";14
"K-3052 Nore og Uvdal";"Females";"70 years";14
"K-3052 Nore og Uvdal";"Females";"71 years";14
"K-3052 Nore og Uvdal";"Females";"72 years";15
"K-3052 Nore og Uvdal";"Females";"73 years";17
"K-3052 Nore og Uvdal";"Females";"74 years";17
"K-3052 Nore og Uvdal";"Females";"75 years";18
"K-3052 Nore og Uvdal";"Females";"76 years";11
"K-3052 Nore og Uvdal";"Females";"77 years";5
"K-3052 Nore og Uvdal";"Females";"78 years";11
"K-3052 Nore og Uvdal";"Females";"79 years";9
"K-3052 Nore og Uvdal";"Females";"80 years";10
"K-3052 Nore og Uvdal";"Females";"81 years";9
"K-3052 Nore og Uvdal";"Females";"82 years";11
"K-3052 Nore og Uvdal";"Females";"83 years";6
"K-3052 Nore og Uvdal";"Females";"84 years";10
"K-3052 Nore og Uvdal";"Females";"85 years";16
"K-3052 Nore og Uvdal";"Females";"86 years";10
"K-3052 Nore og Uvdal";"Females";"87 years";10
"K-3052 Nore og Uvdal";"Females";"88 years";6
"K-3052 Nore og Uvdal";"Females";"89 years";6
"K-3052 Nore og Uvdal";"Females";"90 years";2
"K-3052 Nore og Uvdal";"Females";"91 years";2
"K-3052 Nore og Uvdal";"Females";"92 years";5
"K-3052 Nore og Uvdal";"Females";"93 years";3
"K-3052 Nore og Uvdal";"Females";"94 years";2
"K-3052 Nore og Uvdal";"Females";"95 years";3
"K-3052 Nore og Uvdal";"Females";"96 years";4
"K-3052 Nore og Uvdal";"Females";"97 years";0
"K-3052 Nore og Uvdal";"Females";"98 years";1
"K-3052 Nore og Uvdal";"Females";"99 years";0
"K-3052 Nore og Uvdal";"Females";"100 years";0
"K-3052 Nore og Uvdal";"Females";"101 years";0
"K-3052 Nore og Uvdal";"Females";"102 years";0
"K-3052 Nore og Uvdal";"Females";"103 years";0
"K-3052 Nore og Uvdal";"Females";"104 years";0
"K-3052 Nore og Uvdal";"Females";"105 years or older";0
"K-3053 Jevnaker";"Males";"0 years";34
"K-3053 Jevnaker";"Males";"1 year";41
"K-3053 Jevnaker";"Males";"2 years";33
"K-3053 Jevnaker";"Males";"3 years";45
"K-3053 Jevnaker";"Males";"4 years";28
"K-3053 Jevnaker";"Males";"5 years";34
"K-3053 Jevnaker";"Males";"6 years";30
"K-3053 Jevnaker";"Males";"7 years";37
"K-3053 Jevnaker";"Males";"8 years";52
"K-3053 Jevnaker";"Males";"9 years";47
"K-3053 Jevnaker";"Males";"10 years";25
"K-3053 Jevnaker";"Males";"11 years";40
"K-3053 Jevnaker";"Males";"12 years";33
"K-3053 Jevnaker";"Males";"13 years";42
"K-3053 Jevnaker";"Males";"14 years";50
"K-3053 Jevnaker";"Males";"15 years";47
"K-3053 Jevnaker";"Males";"16 years";34
"K-3053 Jevnaker";"Males";"17 years";34
"K-3053 Jevnaker";"Males";"18 years";41
"K-3053 Jevnaker";"Males";"19 years";37
"K-3053 Jevnaker";"Males";"20 years";34
"K-3053 Jevnaker";"Males";"21 years";48
"K-3053 Jevnaker";"Males";"22 years";38
"K-3053 Jevnaker";"Males";"23 years";44
"K-3053 Jevnaker";"Males";"24 years";35
"K-3053 Jevnaker";"Males";"25 years";40
"K-3053 Jevnaker";"Males";"26 years";50
"K-3053 Jevnaker";"Males";"27 years";31
"K-3053 Jevnaker";"Males";"28 years";58
"K-3053 Jevnaker";"Males";"29 years";33
"K-3053 Jevnaker";"Males";"30 years";50
"K-3053 Jevnaker";"Males";"31 years";37
"K-3053 Jevnaker";"Males";"32 years";44
"K-3053 Jevnaker";"Males";"33 years";47
"K-3053 Jevnaker";"Males";"34 years";35
"K-3053 Jevnaker";"Males";"35 years";48
"K-3053 Jevnaker";"Males";"36 years";48
"K-3053 Jevnaker";"Males";"37 years";34
"K-3053 Jevnaker";"Males";"38 years";38
"K-3053 Jevnaker";"Males";"39 years";43
"K-3053 Jevnaker";"Males";"40 years";49
"K-3053 Jevnaker";"Males";"41 years";38
"K-3053 Jevnaker";"Males";"42 years";41
"K-3053 Jevnaker";"Males";"43 years";44
"K-3053 Jevnaker";"Males";"44 years";33
"K-3053 Jevnaker";"Males";"45 years";47
"K-3053 Jevnaker";"Males";"46 years";52
"K-3053 Jevnaker";"Males";"47 years";42
"K-3053 Jevnaker";"Males";"48 years";48
"K-3053 Jevnaker";"Males";"49 years";56
"K-3053 Jevnaker";"Males";"50 years";58
"K-3053 Jevnaker";"Males";"51 years";55
"K-3053 Jevnaker";"Males";"52 years";41
"K-3053 Jevnaker";"Males";"53 years";52
"K-3053 Jevnaker";"Males";"54 years";46
"K-3053 Jevnaker";"Males";"55 years";56
"K-3053 Jevnaker";"Males";"56 years";52
"K-3053 Jevnaker";"Males";"57 years";34
"K-3053 Jevnaker";"Males";"58 years";55
"K-3053 Jevnaker";"Males";"59 years";52
"K-3053 Jevnaker";"Males";"60 years";44
"K-3053 Jevnaker";"Males";"61 years";38
"K-3053 Jevnaker";"Males";"62 years";34
"K-3053 Jevnaker";"Males";"63 years";59
"K-3053 Jevnaker";"Males";"64 years";42
"K-3053 Jevnaker";"Males";"65 years";40
"K-3053 Jevnaker";"Males";"66 years";49
"K-3053 Jevnaker";"Males";"67 years";45
"K-3053 Jevnaker";"Males";"68 years";30
"K-3053 Jevnaker";"Males";"69 years";28
"K-3053 Jevnaker";"Males";"70 years";50
"K-3053 Jevnaker";"Males";"71 years";40
"K-3053 Jevnaker";"Males";"72 years";25
"K-3053 Jevnaker";"Males";"73 years";51
"K-3053 Jevnaker";"Males";"74 years";33
"K-3053 Jevnaker";"Males";"75 years";30
"K-3053 Jevnaker";"Males";"76 years";24
"K-3053 Jevnaker";"Males";"77 years";26
"K-3053 Jevnaker";"Males";"78 years";12
"K-3053 Jevnaker";"Males";"79 years";17
"K-3053 Jevnaker";"Males";"80 years";18
"K-3053 Jevnaker";"Males";"81 years";13
"K-3053 Jevnaker";"Males";"82 years";14
"K-3053 Jevnaker";"Males";"83 years";17
"K-3053 Jevnaker";"Males";"84 years";14
"K-3053 Jevnaker";"Males";"85 years";8
"K-3053 Jevnaker";"Males";"86 years";9
"K-3053 Jevnaker";"Males";"87 years";6
"K-3053 Jevnaker";"Males";"88 years";10
"K-3053 Jevnaker";"Males";"89 years";4
"K-3053 Jevnaker";"Males";"90 years";5
"K-3053 Jevnaker";"Males";"91 years";4
"K-3053 Jevnaker";"Males";"92 years";3
"K-3053 Jevnaker";"Males";"93 years";1
"K-3053 Jevnaker";"Males";"94 years";1
"K-3053 Jevnaker";"Males";"95 years";2
"K-3053 Jevnaker";"Males";"96 years";0
"K-3053 Jevnaker";"Males";"97 years";0
"K-3053 Jevnaker";"Males";"98 years";1
"K-3053 Jevnaker";"Males";"99 years";0
"K-3053 Jevnaker";"Males";"100 years";0
"K-3053 Jevnaker";"Males";"101 years";0
"K-3053 Jevnaker";"Males";"102 years";0
"K-3053 Jevnaker";"Males";"103 years";0
"K-3053 Jevnaker";"Males";"104 years";0
"K-3053 Jevnaker";"Males";"105 years or older";0
"K-3053 Jevnaker";"Females";"0 years";24
"K-3053 Jevnaker";"Females";"1 year";38
"K-3053 Jevnaker";"Females";"2 years";35
"K-3053 Jevnaker";"Females";"3 years";28
"K-3053 Jevnaker";"Females";"4 years";32
"K-3053 Jevnaker";"Females";"5 years";40
"K-3053 Jevnaker";"Females";"6 years";39
"K-3053 Jevnaker";"Females";"7 years";38
"K-3053 Jevnaker";"Females";"8 years";34
"K-3053 Jevnaker";"Females";"9 years";39
"K-3053 Jevnaker";"Females";"10 years";45
"K-3053 Jevnaker";"Females";"11 years";52
"K-3053 Jevnaker";"Females";"12 years";42
"K-3053 Jevnaker";"Females";"13 years";35
"K-3053 Jevnaker";"Females";"14 years";37
"K-3053 Jevnaker";"Females";"15 years";38
"K-3053 Jevnaker";"Females";"16 years";47
"K-3053 Jevnaker";"Females";"17 years";48
"K-3053 Jevnaker";"Females";"18 years";56
"K-3053 Jevnaker";"Females";"19 years";24
"K-3053 Jevnaker";"Females";"20 years";35
"K-3053 Jevnaker";"Females";"21 years";37
"K-3053 Jevnaker";"Females";"22 years";34
"K-3053 Jevnaker";"Females";"23 years";28
"K-3053 Jevnaker";"Females";"24 years";43
"K-3053 Jevnaker";"Females";"25 years";44
"K-3053 Jevnaker";"Females";"26 years";42
"K-3053 Jevnaker";"Females";"27 years";29
"K-3053 Jevnaker";"Females";"28 years";24
"K-3053 Jevnaker";"Females";"29 years";47
"K-3053 Jevnaker";"Females";"30 years";46
"K-3053 Jevnaker";"Females";"31 years";36
"K-3053 Jevnaker";"Females";"32 years";45
"K-3053 Jevnaker";"Females";"33 years";37
"K-3053 Jevnaker";"Females";"34 years";41
"K-3053 Jevnaker";"Females";"35 years";46
"K-3053 Jevnaker";"Females";"36 years";31
"K-3053 Jevnaker";"Females";"37 years";41
"K-3053 Jevnaker";"Females";"38 years";36
"K-3053 Jevnaker";"Females";"39 years";53
"K-3053 Jevnaker";"Females";"40 years";40
"K-3053 Jevnaker";"Females";"41 years";50
"K-3053 Jevnaker";"Females";"42 years";35
"K-3053 Jevnaker";"Females";"43 years";33
"K-3053 Jevnaker";"Females";"44 years";38
"K-3053 Jevnaker";"Females";"45 years";41
"K-3053 Jevnaker";"Females";"46 years";57
"K-3053 Jevnaker";"Females";"47 years";55
"K-3053 Jevnaker";"Females";"48 years";40
"K-3053 Jevnaker";"Females";"49 years";56
"K-3053 Jevnaker";"Females";"50 years";44
"K-3053 Jevnaker";"Females";"51 years";56
"K-3053 Jevnaker";"Females";"52 years";62
"K-3053 Jevnaker";"Females";"53 years";52
"K-3053 Jevnaker";"Females";"54 years";57
"K-3053 Jevnaker";"Females";"55 years";56
"K-3053 Jevnaker";"Females";"56 years";49
"K-3053 Jevnaker";"Females";"57 years";47
"K-3053 Jevnaker";"Females";"58 years";42
"K-3053 Jevnaker";"Females";"59 years";50
"K-3053 Jevnaker";"Females";"60 years";34
"K-3053 Jevnaker";"Females";"61 years";56
"K-3053 Jevnaker";"Females";"62 years";36
"K-3053 Jevnaker";"Females";"63 years";38
"K-3053 Jevnaker";"Females";"64 years";45
"K-3053 Jevnaker";"Females";"65 years";37
"K-3053 Jevnaker";"Females";"66 years";33
"K-3053 Jevnaker";"Females";"67 years";43
"K-3053 Jevnaker";"Females";"68 years";54
"K-3053 Jevnaker";"Females";"69 years";32
"K-3053 Jevnaker";"Females";"70 years";37
"K-3053 Jevnaker";"Females";"71 years";36
"K-3053 Jevnaker";"Females";"72 years";54
"K-3053 Jevnaker";"Females";"73 years";46
"K-3053 Jevnaker";"Females";"74 years";40
"K-3053 Jevnaker";"Females";"75 years";33
"K-3053 Jevnaker";"Females";"76 years";25
"K-3053 Jevnaker";"Females";"77 years";28
"K-3053 Jevnaker";"Females";"78 years";26
"K-3053 Jevnaker";"Females";"79 years";26
"K-3053 Jevnaker";"Females";"80 years";16
"K-3053 Jevnaker";"Females";"81 years";26
"K-3053 Jevnaker";"Females";"82 years";18
"K-3053 Jevnaker";"Females";"83 years";17
"K-3053 Jevnaker";"Females";"84 years";12
"K-3053 Jevnaker";"Females";"85 years";11
"K-3053 Jevnaker";"Females";"86 years";16
"K-3053 Jevnaker";"Females";"87 years";15
"K-3053 Jevnaker";"Females";"88 years";16
"K-3053 Jevnaker";"Females";"89 years";5
"K-3053 Jevnaker";"Females";"90 years";13
"K-3053 Jevnaker";"Females";"91 years";5
"K-3053 Jevnaker";"Females";"92 years";3
"K-3053 Jevnaker";"Females";"93 years";3
"K-3053 Jevnaker";"Females";"94 years";5
"K-3053 Jevnaker";"Females";"95 years";5
"K-3053 Jevnaker";"Females";"96 years";1
"K-3053 Jevnaker";"Females";"97 years";0
"K-3053 Jevnaker";"Females";"98 years";2
"K-3053 Jevnaker";"Females";"99 years";0
"K-3053 Jevnaker";"Females";"100 years";0
"K-3053 Jevnaker";"Females";"101 years";0
"K-3053 Jevnaker";"Females";"102 years";1
"K-3053 Jevnaker";"Females";"103 years";0
"K-3053 Jevnaker";"Females";"104 years";0
"K-3053 Jevnaker";"Females";"105 years or older";0
"K-3054 Lunner";"Males";"0 years";27
"K-3054 Lunner";"Males";"1 year";47
"K-3054 Lunner";"Males";"2 years";36
"K-3054 Lunner";"Males";"3 years";53
"K-3054 Lunner";"Males";"4 years";49
"K-3054 Lunner";"Males";"5 years";59
"K-3054 Lunner";"Males";"6 years";60
"K-3054 Lunner";"Males";"7 years";53
"K-3054 Lunner";"Males";"8 years";56
"K-3054 Lunner";"Males";"9 years";49
"K-3054 Lunner";"Males";"10 years";60
"K-3054 Lunner";"Males";"11 years";51
"K-3054 Lunner";"Males";"12 years";53
"K-3054 Lunner";"Males";"13 years";52
"K-3054 Lunner";"Males";"14 years";66
"K-3054 Lunner";"Males";"15 years";54
"K-3054 Lunner";"Males";"16 years";57
"K-3054 Lunner";"Males";"17 years";57
"K-3054 Lunner";"Males";"18 years";66
"K-3054 Lunner";"Males";"19 years";58
"K-3054 Lunner";"Males";"20 years";50
"K-3054 Lunner";"Males";"21 years";49
"K-3054 Lunner";"Males";"22 years";54
"K-3054 Lunner";"Males";"23 years";44
