"region";"age";"industry (SIC2007)";"working hours";"Employees by place of residence 2019";"Employees by place of work 2019"
"K-1870 Sortland - Suort?";"20-66 years";"41-43 Construction";"Part-time";51;55
"K-1870 Sortland - Suort?";"20-66 years";"41-43 Construction";"Full-time";462;497
"K-1871 And?y";"15-74 years";"00-99 All industries";"Part-time";657;595
"K-1871 And?y";"15-74 years";"00-99 All industries";"Full-time";1373;1238
"K-1871 And?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1871 And?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";14;0
"K-1871 And?y";"15-74 years";"41-43 Construction";"Part-time";24;26
"K-1871 And?y";"15-74 years";"41-43 Construction";"Full-time";130;145
"K-1871 And?y";"20-66 years";"00-99 All industries";"Part-time";515;472
"K-1871 And?y";"20-66 years";"00-99 All industries";"Full-time";1316;1191
"K-1871 And?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1871 And?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";13;0
"K-1871 And?y";"20-66 years";"41-43 Construction";"Part-time";16;19
"K-1871 And?y";"20-66 years";"41-43 Construction";"Full-time";120;136
"K-1874 Moskenes";"15-74 years";"00-99 All industries";"Part-time";137;123
"K-1874 Moskenes";"15-74 years";"00-99 All industries";"Full-time";277;255
"K-1874 Moskenes";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1874 Moskenes";"15-74 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-1874 Moskenes";"15-74 years";"41-43 Construction";"Part-time";8;8
"K-1874 Moskenes";"15-74 years";"41-43 Construction";"Full-time";41;55
"K-1874 Moskenes";"20-66 years";"00-99 All industries";"Part-time";123;110
"K-1874 Moskenes";"20-66 years";"00-99 All industries";"Full-time";260;243
"K-1874 Moskenes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1874 Moskenes";"20-66 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-1874 Moskenes";"20-66 years";"41-43 Construction";"Part-time";8;8
"K-1874 Moskenes";"20-66 years";"41-43 Construction";"Full-time";40;53
"K-1875 Hamar?y";"15-74 years";"00-99 All industries";"Part-time";0;0
"K-1875 Hamar?y";"15-74 years";"00-99 All industries";"Full-time";0;0
"K-1875 Hamar?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1875 Hamar?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";0;0
"K-1875 Hamar?y";"15-74 years";"41-43 Construction";"Part-time";0;0
"K-1875 Hamar?y";"15-74 years";"41-43 Construction";"Full-time";0;0
"K-1875 Hamar?y";"20-66 years";"00-99 All industries";"Part-time";0;0
"K-1875 Hamar?y";"20-66 years";"00-99 All industries";"Full-time";0;0
"K-1875 Hamar?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1875 Hamar?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";0;0
"K-1875 Hamar?y";"20-66 years";"41-43 Construction";"Part-time";0;0
"K-1875 Hamar?y";"20-66 years";"41-43 Construction";"Full-time";0;0
"K-5401 Troms?";"15-74 years";"00-99 All industries";"Part-time";9944;11406
"K-5401 Troms?";"15-74 years";"00-99 All industries";"Full-time";31154;32155
"K-5401 Troms?";"15-74 years";"05-09 Mining and quarrying";"Part-time";16;3
"K-5401 Troms?";"15-74 years";"05-09 Mining and quarrying";"Full-time";174;11
"K-5401 Troms?";"15-74 years";"41-43 Construction";"Part-time";251;277
"K-5401 Troms?";"15-74 years";"41-43 Construction";"Full-time";2849;3148
"K-5401 Troms?";"20-66 years";"00-99 All industries";"Part-time";8445;9790
"K-5401 Troms?";"20-66 years";"00-99 All industries";"Full-time";30200;31109
"K-5401 Troms?";"20-66 years";"05-09 Mining and quarrying";"Part-time";15;0
"K-5401 Troms?";"20-66 years";"05-09 Mining and quarrying";"Full-time";174;11
"K-5401 Troms?";"20-66 years";"41-43 Construction";"Part-time";189;216
"K-5401 Troms?";"20-66 years";"41-43 Construction";"Full-time";2689;2966
"K-5402 Harstad";"15-74 years";"00-99 All industries";"Part-time";3396;3335
"K-5402 Harstad";"15-74 years";"00-99 All industries";"Full-time";8522;8625
"K-5402 Harstad";"15-74 years";"05-09 Mining and quarrying";"Part-time";18;14
"K-5402 Harstad";"15-74 years";"05-09 Mining and quarrying";"Full-time";361;309
"K-5402 Harstad";"15-74 years";"41-43 Construction";"Part-time";74;79
"K-5402 Harstad";"15-74 years";"41-43 Construction";"Full-time";901;1033
"K-5402 Harstad";"20-66 years";"00-99 All industries";"Part-time";2782;2705
"K-5402 Harstad";"20-66 years";"00-99 All industries";"Full-time";8220;8294
"K-5402 Harstad";"20-66 years";"05-09 Mining and quarrying";"Part-time";18;14
"K-5402 Harstad";"20-66 years";"05-09 Mining and quarrying";"Full-time";360;308
"K-5402 Harstad";"20-66 years";"41-43 Construction";"Part-time";55;62
"K-5402 Harstad";"20-66 years";"41-43 Construction";"Full-time";844;967
"K-5403 Alta";"15-74 years";"00-99 All industries";"Part-time";2725;2661
"K-5403 Alta";"15-74 years";"00-99 All industries";"Full-time";7546;7745
"K-5403 Alta";"15-74 years";"05-09 Mining and quarrying";"Part-time";14;14
"K-5403 Alta";"15-74 years";"05-09 Mining and quarrying";"Full-time";162;121
"K-5403 Alta";"15-74 years";"41-43 Construction";"Part-time";157;163
"K-5403 Alta";"15-74 years";"41-43 Construction";"Full-time";1212;1274
"K-5403 Alta";"20-66 years";"00-99 All industries";"Part-time";2261;2177
"K-5403 Alta";"20-66 years";"00-99 All industries";"Full-time";7128;7275
"K-5403 Alta";"20-66 years";"05-09 Mining and quarrying";"Part-time";12;11
"K-5403 Alta";"20-66 years";"05-09 Mining and quarrying";"Full-time";157;118
"K-5403 Alta";"20-66 years";"41-43 Construction";"Part-time";110;112
"K-5403 Alta";"20-66 years";"41-43 Construction";"Full-time";1089;1135
"K-5404 Vard?";"15-74 years";"00-99 All industries";"Part-time";204;178
"K-5404 Vard?";"15-74 years";"00-99 All industries";"Full-time";644;594
"K-5404 Vard?";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5404 Vard?";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-5404 Vard?";"15-74 years";"41-43 Construction";"Part-time";6;3
"K-5404 Vard?";"15-74 years";"41-43 Construction";"Full-time";44;33
"K-5404 Vard?";"20-66 years";"00-99 All industries";"Part-time";167;140
"K-5404 Vard?";"20-66 years";"00-99 All industries";"Full-time";622;578
"K-5404 Vard?";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5404 Vard?";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-5404 Vard?";"20-66 years";"41-43 Construction";"Part-time";6;3
"K-5404 Vard?";"20-66 years";"41-43 Construction";"Full-time";40;32
"K-5405 Vads?";"15-74 years";"00-99 All industries";"Part-time";588;547
"K-5405 Vads?";"15-74 years";"00-99 All industries";"Full-time";2192;2320
"K-5405 Vads?";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-5405 Vads?";"15-74 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-5405 Vads?";"15-74 years";"41-43 Construction";"Part-time";29;36
"K-5405 Vads?";"15-74 years";"41-43 Construction";"Full-time";176;209
"K-5405 Vads?";"20-66 years";"00-99 All industries";"Part-time";466;430
"K-5405 Vads?";"20-66 years";"00-99 All industries";"Full-time";2094;2228
"K-5405 Vads?";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5405 Vads?";"20-66 years";"05-09 Mining and quarrying";"Full-time";14;0
"K-5405 Vads?";"20-66 years";"41-43 Construction";"Part-time";24;31
"K-5405 Vads?";"20-66 years";"41-43 Construction";"Full-time";160;190
"K-5406 Hammerfest";"15-74 years";"00-99 All industries";"Part-time";1336;1346
"K-5406 Hammerfest";"15-74 years";"00-99 All industries";"Full-time";4551;4633
"K-5406 Hammerfest";"15-74 years";"05-09 Mining and quarrying";"Part-time";8;22
"K-5406 Hammerfest";"15-74 years";"05-09 Mining and quarrying";"Full-time";507;554
"K-5406 Hammerfest";"15-74 years";"41-43 Construction";"Part-time";36;36
"K-5406 Hammerfest";"15-74 years";"41-43 Construction";"Full-time";368;366
"K-5406 Hammerfest";"20-66 years";"00-99 All industries";"Part-time";1106;1104
"K-5406 Hammerfest";"20-66 years";"00-99 All industries";"Full-time";4393;4467
"K-5406 Hammerfest";"20-66 years";"05-09 Mining and quarrying";"Part-time";6;9
"K-5406 Hammerfest";"20-66 years";"05-09 Mining and quarrying";"Full-time";502;537
"K-5406 Hammerfest";"20-66 years";"41-43 Construction";"Part-time";26;27
"K-5406 Hammerfest";"20-66 years";"41-43 Construction";"Full-time";341;340
"K-5411 Kv?fjord";"15-74 years";"00-99 All industries";"Part-time";486;446
"K-5411 Kv?fjord";"15-74 years";"00-99 All industries";"Full-time";803;603
"K-5411 Kv?fjord";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5411 Kv?fjord";"15-74 years";"05-09 Mining and quarrying";"Full-time";12;0
"K-5411 Kv?fjord";"15-74 years";"41-43 Construction";"Part-time";9;7
"K-5411 Kv?fjord";"15-74 years";"41-43 Construction";"Full-time";92;39
"K-5411 Kv?fjord";"20-66 years";"00-99 All industries";"Part-time";406;384
"K-5411 Kv?fjord";"20-66 years";"00-99 All industries";"Full-time";768;584
"K-5411 Kv?fjord";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5411 Kv?fjord";"20-66 years";"05-09 Mining and quarrying";"Full-time";12;0
"K-5411 Kv?fjord";"20-66 years";"41-43 Construction";"Part-time";9;7
"K-5411 Kv?fjord";"20-66 years";"41-43 Construction";"Full-time";84;36
"K-5412 Tjeldsund";"15-74 years";"00-99 All industries";"Part-time";533;427
"K-5412 Tjeldsund";"15-74 years";"00-99 All industries";"Full-time";1259;877
"K-5412 Tjeldsund";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5412 Tjeldsund";"15-74 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-5412 Tjeldsund";"15-74 years";"41-43 Construction";"Part-time";14;8
"K-5412 Tjeldsund";"15-74 years";"41-43 Construction";"Full-time";135;42
"K-5412 Tjeldsund";"20-66 years";"00-99 All industries";"Part-time";424;350
"K-5412 Tjeldsund";"20-66 years";"00-99 All industries";"Full-time";1214;848
"K-5412 Tjeldsund";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5412 Tjeldsund";"20-66 years";"05-09 Mining and quarrying";"Full-time";15;0
"K-5412 Tjeldsund";"20-66 years";"41-43 Construction";"Part-time";11;6
"K-5412 Tjeldsund";"20-66 years";"41-43 Construction";"Full-time";129;41
"K-5413 Ibestad";"15-74 years";"00-99 All industries";"Part-time";183;176
"K-5413 Ibestad";"15-74 years";"00-99 All industries";"Full-time";359;339
"K-5413 Ibestad";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5413 Ibestad";"15-74 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5413 Ibestad";"15-74 years";"41-43 Construction";"Part-time";8;7
"K-5413 Ibestad";"15-74 years";"41-43 Construction";"Full-time";47;27
"K-5413 Ibestad";"20-66 years";"00-99 All industries";"Part-time";149;150
"K-5413 Ibestad";"20-66 years";"00-99 All industries";"Full-time";335;318
"K-5413 Ibestad";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5413 Ibestad";"20-66 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5413 Ibestad";"20-66 years";"41-43 Construction";"Part-time";6;5
"K-5413 Ibestad";"20-66 years";"41-43 Construction";"Full-time";46;27
"K-5414 Gratangen";"15-74 years";"00-99 All industries";"Part-time";160;125
"K-5414 Gratangen";"15-74 years";"00-99 All industries";"Full-time";301;287
"K-5414 Gratangen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5414 Gratangen";"15-74 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-5414 Gratangen";"15-74 years";"41-43 Construction";"Part-time";15;11
"K-5414 Gratangen";"15-74 years";"41-43 Construction";"Full-time";39;19
"K-5414 Gratangen";"20-66 years";"00-99 All industries";"Part-time";135;110
"K-5414 Gratangen";"20-66 years";"00-99 All industries";"Full-time";284;271
"K-5414 Gratangen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5414 Gratangen";"20-66 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-5414 Gratangen";"20-66 years";"41-43 Construction";"Part-time";12;8
"K-5414 Gratangen";"20-66 years";"41-43 Construction";"Full-time";34;19
"K-5415 Loab?k - Lavangen";"15-74 years";"00-99 All industries";"Part-time";159;144
"K-5415 Loab?k - Lavangen";"15-74 years";"00-99 All industries";"Full-time";244;190
"K-5415 Loab?k - Lavangen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5415 Loab?k - Lavangen";"15-74 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5415 Loab?k - Lavangen";"15-74 years";"41-43 Construction";"Part-time";10;9
"K-5415 Loab?k - Lavangen";"15-74 years";"41-43 Construction";"Full-time";56;60
"K-5415 Loab?k - Lavangen";"20-66 years";"00-99 All industries";"Part-time";132;115
"K-5415 Loab?k - Lavangen";"20-66 years";"00-99 All industries";"Full-time";234;189
"K-5415 Loab?k - Lavangen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5415 Loab?k - Lavangen";"20-66 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5415 Loab?k - Lavangen";"20-66 years";"41-43 Construction";"Part-time";10;7
"K-5415 Loab?k - Lavangen";"20-66 years";"41-43 Construction";"Full-time";54;58
"K-5416 Bardu";"15-74 years";"00-99 All industries";"Part-time";479;455
"K-5416 Bardu";"15-74 years";"00-99 All industries";"Full-time";1606;1441
"K-5416 Bardu";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5416 Bardu";"15-74 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5416 Bardu";"15-74 years";"41-43 Construction";"Part-time";16;16
"K-5416 Bardu";"15-74 years";"41-43 Construction";"Full-time";86;79
"K-5416 Bardu";"20-66 years";"00-99 All industries";"Part-time";371;354
"K-5416 Bardu";"20-66 years";"00-99 All industries";"Full-time";1541;1392
"K-5416 Bardu";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5416 Bardu";"20-66 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5416 Bardu";"20-66 years";"41-43 Construction";"Part-time";13;14
"K-5416 Bardu";"20-66 years";"41-43 Construction";"Full-time";76;70
"K-5417 Salangen";"15-74 years";"00-99 All industries";"Part-time";349;326
"K-5417 Salangen";"15-74 years";"00-99 All industries";"Full-time";614;579
"K-5417 Salangen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5417 Salangen";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-5417 Salangen";"15-74 years";"41-43 Construction";"Part-time";19;17
"K-5417 Salangen";"15-74 years";"41-43 Construction";"Full-time";72;55
"K-5417 Salangen";"20-66 years";"00-99 All industries";"Part-time";297;277
"K-5417 Salangen";"20-66 years";"00-99 All industries";"Full-time";586;560
"K-5417 Salangen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5417 Salangen";"20-66 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-5417 Salangen";"20-66 years";"41-43 Construction";"Part-time";15;12
"K-5417 Salangen";"20-66 years";"41-43 Construction";"Full-time";68;53
"K-5418 M?lselv";"15-74 years";"00-99 All industries";"Part-time";875;840
"K-5418 M?lselv";"15-74 years";"00-99 All industries";"Full-time";2449;2671
"K-5418 M?lselv";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-5418 M?lselv";"15-74 years";"05-09 Mining and quarrying";"Full-time";8;0
"K-5418 M?lselv";"15-74 years";"41-43 Construction";"Part-time";31;34
"K-5418 M?lselv";"15-74 years";"41-43 Construction";"Full-time";232;289
"K-5418 M?lselv";"20-66 years";"00-99 All industries";"Part-time";680;658
"K-5418 M?lselv";"20-66 years";"00-99 All industries";"Full-time";2355;2572
"K-5418 M?lselv";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-5418 M?lselv";"20-66 years";"05-09 Mining and quarrying";"Full-time";8;0
"K-5418 M?lselv";"20-66 years";"41-43 Construction";"Part-time";22;28
"K-5418 M?lselv";"20-66 years";"41-43 Construction";"Full-time";218;276
"K-5419 S?rreisa";"15-74 years";"00-99 All industries";"Part-time";470;319
"K-5419 S?rreisa";"15-74 years";"00-99 All industries";"Full-time";1177;672
"K-5419 S?rreisa";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5419 S?rreisa";"15-74 years";"05-09 Mining and quarrying";"Full-time";17;0
"K-5419 S?rreisa";"15-74 years";"41-43 Construction";"Part-time";23;21
"K-5419 S?rreisa";"15-74 years";"41-43 Construction";"Full-time";190;134
"K-5419 S?rreisa";"20-66 years";"00-99 All industries";"Part-time";386;259
"K-5419 S?rreisa";"20-66 years";"00-99 All industries";"Full-time";1114;638
"K-5419 S?rreisa";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5419 S?rreisa";"20-66 years";"05-09 Mining and quarrying";"Full-time";17;0
"K-5419 S?rreisa";"20-66 years";"41-43 Construction";"Part-time";18;18
"K-5419 S?rreisa";"20-66 years";"41-43 Construction";"Full-time";180;128
"K-5420 Dyr?y";"15-74 years";"00-99 All industries";"Part-time";180;150
"K-5420 Dyr?y";"15-74 years";"00-99 All industries";"Full-time";279;192
"K-5420 Dyr?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5420 Dyr?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-5420 Dyr?y";"15-74 years";"41-43 Construction";"Part-time";10;7
"K-5420 Dyr?y";"15-74 years";"41-43 Construction";"Full-time";34;17
"K-5420 Dyr?y";"20-66 years";"00-99 All industries";"Part-time";139;111
"K-5420 Dyr?y";"20-66 years";"00-99 All industries";"Full-time";264;180
"K-5420 Dyr?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5420 Dyr?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-5420 Dyr?y";"20-66 years";"41-43 Construction";"Part-time";8;5
"K-5420 Dyr?y";"20-66 years";"41-43 Construction";"Full-time";32;17
"K-5421 Senja";"15-74 years";"00-99 All industries";"Part-time";2283;2321
"K-5421 Senja";"15-74 years";"00-99 All industries";"Full-time";4491;4804
"K-5421 Senja";"15-74 years";"05-09 Mining and quarrying";"Part-time";9;10
"K-5421 Senja";"15-74 years";"05-09 Mining and quarrying";"Full-time";73;22
"K-5421 Senja";"15-74 years";"41-43 Construction";"Part-time";82;70
"K-5421 Senja";"15-74 years";"41-43 Construction";"Full-time";524;525
"K-5421 Senja";"20-66 years";"00-99 All industries";"Part-time";1873;1892
"K-5421 Senja";"20-66 years";"00-99 All industries";"Full-time";4295;4587
"K-5421 Senja";"20-66 years";"05-09 Mining and quarrying";"Part-time";12;10
"K-5421 Senja";"20-66 years";"05-09 Mining and quarrying";"Full-time";68;19
"K-5421 Senja";"20-66 years";"41-43 Construction";"Part-time";63;59
"K-5421 Senja";"20-66 years";"41-43 Construction";"Full-time";503;498
"K-5422 Balsfjord";"15-74 years";"00-99 All industries";"Part-time";827;758
"K-5422 Balsfjord";"15-74 years";"00-99 All industries";"Full-time";1669;1295
"K-5422 Balsfjord";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5422 Balsfjord";"15-74 years";"05-09 Mining and quarrying";"Full-time";40;14
"K-5422 Balsfjord";"15-74 years";"41-43 Construction";"Part-time";36;23
"K-5422 Balsfjord";"15-74 years";"41-43 Construction";"Full-time";307;209
"K-5422 Balsfjord";"20-66 years";"00-99 All industries";"Part-time";680;618
"K-5422 Balsfjord";"20-66 years";"00-99 All industries";"Full-time";1577;1234
"K-5422 Balsfjord";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5422 Balsfjord";"20-66 years";"05-09 Mining and quarrying";"Full-time";39;14
"K-5422 Balsfjord";"20-66 years";"41-43 Construction";"Part-time";29;16
"K-5422 Balsfjord";"20-66 years";"41-43 Construction";"Full-time";278;188
"K-5423 Karls?y";"15-74 years";"00-99 All industries";"Part-time";334;305
"K-5423 Karls?y";"15-74 years";"00-99 All industries";"Full-time";576;476
"K-5423 Karls?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-5423 Karls?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";8;5
"K-5423 Karls?y";"15-74 years";"41-43 Construction";"Part-time";14;12
"K-5423 Karls?y";"15-74 years";"41-43 Construction";"Full-time";75;45
"K-5423 Karls?y";"20-66 years";"00-99 All industries";"Part-time";276;253
"K-5423 Karls?y";"20-66 years";"00-99 All industries";"Full-time";550;457
