"region";"sex";"age";"Persons 2020"
"K-1875 Hamar?y";"Females";"67-79 years";235
"K-1875 Hamar?y";"Females";"80-89 years";69
"K-1875 Hamar?y";"Females";"90 years or older";26
"K-5401 Troms?";"Males";"0-17 years";8031
"K-5401 Troms?";"Males";"18-49 years";18838
"K-5401 Troms?";"Males";"50-66 years";7616
"K-5401 Troms?";"Males";"67-79 years";3487
"K-5401 Troms?";"Males";"80-89 years";770
"K-5401 Troms?";"Males";"90 years or older";104
"K-5401 Troms?";"Females";"0-17 years";7569
"K-5401 Troms?";"Females";"18-49 years";17886
"K-5401 Troms?";"Females";"50-66 years";7773
"K-5401 Troms?";"Females";"67-79 years";3557
"K-5401 Troms?";"Females";"80-89 years";1072
"K-5401 Troms?";"Females";"90 years or older";271
"K-5402 Harstad";"Males";"0-17 years";2521
"K-5402 Harstad";"Males";"18-49 years";5104
"K-5402 Harstad";"Males";"50-66 years";2691
"K-5402 Harstad";"Males";"67-79 years";1547
"K-5402 Harstad";"Males";"80-89 years";410
"K-5402 Harstad";"Males";"90 years or older";73
"K-5402 Harstad";"Females";"0-17 years";2415
"K-5402 Harstad";"Females";"18-49 years";4882
"K-5402 Harstad";"Females";"50-66 years";2731
"K-5402 Harstad";"Females";"67-79 years";1638
"K-5402 Harstad";"Females";"80-89 years";558
"K-5402 Harstad";"Females";"90 years or older";133
"K-5403 Alta";"Males";"0-17 years";2399
"K-5403 Alta";"Males";"18-49 years";4816
"K-5403 Alta";"Males";"50-66 years";2073
"K-5403 Alta";"Males";"67-79 years";972
"K-5403 Alta";"Males";"80-89 years";260
"K-5403 Alta";"Males";"90 years or older";25
"K-5403 Alta";"Females";"0-17 years";2395
"K-5403 Alta";"Females";"18-49 years";4433
"K-5403 Alta";"Females";"50-66 years";2055
"K-5403 Alta";"Females";"67-79 years";972
"K-5403 Alta";"Females";"80-89 years";315
"K-5403 Alta";"Females";"90 years or older";74
"K-5404 Vard?";"Males";"0-17 years";144
"K-5404 Vard?";"Males";"18-49 years";435
"K-5404 Vard?";"Males";"50-66 years";292
"K-5404 Vard?";"Males";"67-79 years";161
"K-5404 Vard?";"Males";"80-89 years";32
"K-5404 Vard?";"Males";"90 years or older";5
"K-5404 Vard?";"Females";"0-17 years";141
"K-5404 Vard?";"Females";"18-49 years";357
"K-5404 Vard?";"Females";"50-66 years";240
"K-5404 Vard?";"Females";"67-79 years";154
"K-5404 Vard?";"Females";"80-89 years";57
"K-5404 Vard?";"Females";"90 years or older";11
"K-5405 Vads?";"Males";"0-17 years";562
"K-5405 Vads?";"Males";"18-49 years";1231
"K-5405 Vads?";"Males";"50-66 years";697
"K-5405 Vads?";"Males";"67-79 years";357
"K-5405 Vads?";"Males";"80-89 years";103
"K-5405 Vads?";"Males";"90 years or older";11
"K-5405 Vads?";"Females";"0-17 years";524
"K-5405 Vads?";"Females";"18-49 years";1085
"K-5405 Vads?";"Females";"50-66 years";674
"K-5405 Vads?";"Females";"67-79 years";385
"K-5405 Vads?";"Females";"80-89 years";137
"K-5405 Vads?";"Females";"90 years or older";22
"K-5406 Hammerfest";"Males";"0-17 years";1188
"K-5406 Hammerfest";"Males";"18-49 years";2594
"K-5406 Hammerfest";"Males";"50-66 years";1230
"K-5406 Hammerfest";"Males";"67-79 years";648
"K-5406 Hammerfest";"Males";"80-89 years";149
"K-5406 Hammerfest";"Males";"90 years or older";24
"K-5406 Hammerfest";"Females";"0-17 years";1151
"K-5406 Hammerfest";"Females";"18-49 years";2386
"K-5406 Hammerfest";"Females";"50-66 years";1174
"K-5406 Hammerfest";"Females";"67-79 years";656
"K-5406 Hammerfest";"Females";"80-89 years";195
"K-5406 Hammerfest";"Females";"90 years or older";53
"K-5411 Kv?fjord";"Males";"0-17 years";265
"K-5411 Kv?fjord";"Males";"18-49 years";520
"K-5411 Kv?fjord";"Males";"50-66 years";342
"K-5411 Kv?fjord";"Males";"67-79 years";216
"K-5411 Kv?fjord";"Males";"80-89 years";59
"K-5411 Kv?fjord";"Males";"90 years or older";9
"K-5411 Kv?fjord";"Females";"0-17 years";266
"K-5411 Kv?fjord";"Females";"18-49 years";519
"K-5411 Kv?fjord";"Females";"50-66 years";347
"K-5411 Kv?fjord";"Females";"67-79 years";209
"K-5411 Kv?fjord";"Females";"80-89 years";76
"K-5411 Kv?fjord";"Females";"90 years or older";11
"K-5412 Tjeldsund";"Males";"0-17 years";361
"K-5412 Tjeldsund";"Males";"18-49 years";768
"K-5412 Tjeldsund";"Males";"50-66 years";534
"K-5412 Tjeldsund";"Males";"67-79 years";393
"K-5412 Tjeldsund";"Males";"80-89 years";95
"K-5412 Tjeldsund";"Males";"90 years or older";20
"K-5412 Tjeldsund";"Females";"0-17 years";370
"K-5412 Tjeldsund";"Females";"18-49 years";670
"K-5412 Tjeldsund";"Females";"50-66 years";496
"K-5412 Tjeldsund";"Females";"67-79 years";346
"K-5412 Tjeldsund";"Females";"80-89 years";125
"K-5412 Tjeldsund";"Females";"90 years or older";38
"K-5413 Ibestad";"Males";"0-17 years";114
"K-5413 Ibestad";"Males";"18-49 years";234
"K-5413 Ibestad";"Males";"50-66 years";188
"K-5413 Ibestad";"Males";"67-79 years";135
"K-5413 Ibestad";"Males";"80-89 years";39
"K-5413 Ibestad";"Males";"90 years or older";4
"K-5413 Ibestad";"Females";"0-17 years";88
"K-5413 Ibestad";"Females";"18-49 years";179
"K-5413 Ibestad";"Females";"50-66 years";167
"K-5413 Ibestad";"Females";"67-79 years";130
"K-5413 Ibestad";"Females";"80-89 years";66
"K-5413 Ibestad";"Females";"90 years or older";17
"K-5414 Gratangen";"Males";"0-17 years";94
"K-5414 Gratangen";"Males";"18-49 years";208
"K-5414 Gratangen";"Males";"50-66 years";151
"K-5414 Gratangen";"Males";"67-79 years";84
"K-5414 Gratangen";"Males";"80-89 years";32
"K-5414 Gratangen";"Males";"90 years or older";6
"K-5414 Gratangen";"Females";"0-17 years";94
"K-5414 Gratangen";"Females";"18-49 years";162
"K-5414 Gratangen";"Females";"50-66 years";129
"K-5414 Gratangen";"Females";"67-79 years";80
"K-5414 Gratangen";"Females";"80-89 years";41
"K-5414 Gratangen";"Females";"90 years or older";10
"K-5415 Loab?k - Lavangen";"Males";"0-17 years";111
"K-5415 Loab?k - Lavangen";"Males";"18-49 years";184
"K-5415 Loab?k - Lavangen";"Males";"50-66 years";123
"K-5415 Loab?k - Lavangen";"Males";"67-79 years";84
"K-5415 Loab?k - Lavangen";"Males";"80-89 years";28
"K-5415 Loab?k - Lavangen";"Males";"90 years or older";4
"K-5415 Loab?k - Lavangen";"Females";"0-17 years";113
"K-5415 Loab?k - Lavangen";"Females";"18-49 years";155
"K-5415 Loab?k - Lavangen";"Females";"50-66 years";108
"K-5415 Loab?k - Lavangen";"Females";"67-79 years";73
"K-5415 Loab?k - Lavangen";"Females";"80-89 years";35
"K-5415 Loab?k - Lavangen";"Females";"90 years or older";16
"K-5416 Bardu";"Males";"0-17 years";416
"K-5416 Bardu";"Males";"18-49 years";921
"K-5416 Bardu";"Males";"50-66 years";386
"K-5416 Bardu";"Males";"67-79 years";248
"K-5416 Bardu";"Males";"80-89 years";58
"K-5416 Bardu";"Males";"90 years or older";13
"K-5416 Bardu";"Females";"0-17 years";404
"K-5416 Bardu";"Females";"18-49 years";804
"K-5416 Bardu";"Females";"50-66 years";355
"K-5416 Bardu";"Females";"67-79 years";278
"K-5416 Bardu";"Females";"80-89 years";88
"K-5416 Bardu";"Females";"90 years or older";34
"K-5417 Salangen";"Males";"0-17 years";191
"K-5417 Salangen";"Males";"18-49 years";431
"K-5417 Salangen";"Males";"50-66 years";274
"K-5417 Salangen";"Males";"67-79 years";173
"K-5417 Salangen";"Males";"80-89 years";44
"K-5417 Salangen";"Males";"90 years or older";10
"K-5417 Salangen";"Females";"0-17 years";188
"K-5417 Salangen";"Females";"18-49 years";363
"K-5417 Salangen";"Females";"50-66 years";242
"K-5417 Salangen";"Females";"67-79 years";172
"K-5417 Salangen";"Females";"80-89 years";48
"K-5417 Salangen";"Females";"90 years or older";10
"K-5418 M?lselv";"Males";"0-17 years";688
"K-5418 M?lselv";"Males";"18-49 years";1505
"K-5418 M?lselv";"Males";"50-66 years";763
"K-5418 M?lselv";"Males";"67-79 years";403
"K-5418 M?lselv";"Males";"80-89 years";145
"K-5418 M?lselv";"Males";"90 years or older";21
"K-5418 M?lselv";"Females";"0-17 years";602
"K-5418 M?lselv";"Females";"18-49 years";1217
"K-5418 M?lselv";"Females";"50-66 years";675
"K-5418 M?lselv";"Females";"67-79 years";415
"K-5418 M?lselv";"Females";"80-89 years";163
"K-5418 M?lselv";"Females";"90 years or older";43
"K-5419 S?rreisa";"Males";"0-17 years";349
"K-5419 S?rreisa";"Males";"18-49 years";708
"K-5419 S?rreisa";"Males";"50-66 years";395
"K-5419 S?rreisa";"Males";"67-79 years";233
"K-5419 S?rreisa";"Males";"80-89 years";59
"K-5419 S?rreisa";"Males";"90 years or older";9
"K-5419 S?rreisa";"Females";"0-17 years";352
"K-5419 S?rreisa";"Females";"18-49 years";646
"K-5419 S?rreisa";"Females";"50-66 years";388
"K-5419 S?rreisa";"Females";"67-79 years";222
"K-5419 S?rreisa";"Females";"80-89 years";82
"K-5419 S?rreisa";"Females";"90 years or older";21
"K-5420 Dyr?y";"Males";"0-17 years";84
"K-5420 Dyr?y";"Males";"18-49 years";177
"K-5420 Dyr?y";"Males";"50-66 years";148
"K-5420 Dyr?y";"Males";"67-79 years";105
"K-5420 Dyr?y";"Males";"80-89 years";28
"K-5420 Dyr?y";"Males";"90 years or older";3
"K-5420 Dyr?y";"Females";"0-17 years";80
"K-5420 Dyr?y";"Females";"18-49 years";181
"K-5420 Dyr?y";"Females";"50-66 years";139
"K-5420 Dyr?y";"Females";"67-79 years";97
"K-5420 Dyr?y";"Females";"80-89 years";30
"K-5420 Dyr?y";"Females";"90 years or older";11
"K-5421 Senja";"Males";"0-17 years";1562
"K-5421 Senja";"Males";"18-49 years";2960
"K-5421 Senja";"Males";"50-66 years";1771
"K-5421 Senja";"Males";"67-79 years";982
"K-5421 Senja";"Males";"80-89 years";266
"K-5421 Senja";"Males";"90 years or older";30
"K-5421 Senja";"Females";"0-17 years";1510
"K-5421 Senja";"Females";"18-49 years";2709
"K-5421 Senja";"Females";"50-66 years";1574
"K-5421 Senja";"Females";"67-79 years";1016
"K-5421 Senja";"Females";"80-89 years";365
"K-5421 Senja";"Females";"90 years or older";106
"K-5422 Balsfjord";"Males";"0-17 years";522
"K-5422 Balsfjord";"Males";"18-49 years";1076
"K-5422 Balsfjord";"Males";"50-66 years";713
"K-5422 Balsfjord";"Males";"67-79 years";413
"K-5422 Balsfjord";"Males";"80-89 years";151
"K-5422 Balsfjord";"Males";"90 years or older";18
"K-5422 Balsfjord";"Females";"0-17 years";475
"K-5422 Balsfjord";"Females";"18-49 years";962
"K-5422 Balsfjord";"Females";"50-66 years";608
"K-5422 Balsfjord";"Females";"67-79 years";427
"K-5422 Balsfjord";"Females";"80-89 years";153
"K-5422 Balsfjord";"Females";"90 years or older";41
"K-5423 Karls?y";"Males";"0-17 years";155
"K-5423 Karls?y";"Males";"18-49 years";409
"K-5423 Karls?y";"Males";"50-66 years";311
"K-5423 Karls?y";"Males";"67-79 years";211
"K-5423 Karls?y";"Males";"80-89 years";63
"K-5423 Karls?y";"Males";"90 years or older";6
"K-5423 Karls?y";"Females";"0-17 years";159
"K-5423 Karls?y";"Females";"18-49 years";337
"K-5423 Karls?y";"Females";"50-66 years";268
"K-5423 Karls?y";"Females";"67-79 years";189
"K-5423 Karls?y";"Females";"80-89 years";78
"K-5423 Karls?y";"Females";"90 years or older";14
"K-5424 Lyngen";"Males";"0-17 years";225
"K-5424 Lyngen";"Males";"18-49 years";525
"K-5424 Lyngen";"Males";"50-66 years";335
"K-5424 Lyngen";"Males";"67-79 years";258
"K-5424 Lyngen";"Males";"80-89 years";67
"K-5424 Lyngen";"Males";"90 years or older";13
"K-5424 Lyngen";"Females";"0-17 years";237
"K-5424 Lyngen";"Females";"18-49 years";460
"K-5424 Lyngen";"Females";"50-66 years";307
"K-5424 Lyngen";"Females";"67-79 years";240
"K-5424 Lyngen";"Females";"80-89 years";106
"K-5424 Lyngen";"Females";"90 years or older";21
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-17 years";163
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"18-49 years";341
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"50-66 years";225
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"67-79 years";182
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80-89 years";34
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"90 years or older";2
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-17 years";160
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"18-49 years";301
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"50-66 years";227
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"67-79 years";142
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80-89 years";40
"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"90 years or older";12
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"0-17 years";183
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"18-49 years";378
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"50-66 years";273
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"67-79 years";182
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"80-89 years";59
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Males";"90 years or older";10
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"0-17 years";167
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"18-49 years";333
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"50-66 years";220
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"67-79 years";178
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"80-89 years";79
"K-5426 G?ivuotna - K?fjord - Kaivuono";"Females";"90 years or older";9
"K-5427 Skjerv?y";"Males";"0-17 years";280
"K-5427 Skjerv?y";"Males";"18-49 years";643
"K-5427 Skjerv?y";"Males";"50-66 years";310
"K-5427 Skjerv?y";"Males";"67-79 years";208
"K-5427 Skjerv?y";"Males";"80-89 years";57
"K-5427 Skjerv?y";"Males";"90 years or older";4
"K-5427 Skjerv?y";"Females";"0-17 years";275
"K-5427 Skjerv?y";"Females";"18-49 years";572
"K-5427 Skjerv?y";"Females";"50-66 years";283
"K-5427 Skjerv?y";"Females";"67-79 years";214
"K-5427 Skjerv?y";"Females";"80-89 years";64
"K-5427 Skjerv?y";"Females";"90 years or older";17
"K-5428 Nordreisa";"Males";"0-17 years";526
"K-5428 Nordreisa";"Males";"18-49 years";980
"K-5428 Nordreisa";"Males";"50-66 years";559
"K-5428 Nordreisa";"Males";"67-79 years";338
"K-5428 Nordreisa";"Males";"80-89 years";84
"K-5428 Nordreisa";"Males";"90 years or older";17
"K-5428 Nordreisa";"Females";"0-17 years";472
"K-5428 Nordreisa";"Females";"18-49 years";886
"K-5428 Nordreisa";"Females";"50-66 years";522
"K-5428 Nordreisa";"Females";"67-79 years";340
"K-5428 Nordreisa";"Females";"80-89 years";110
"K-5428 Nordreisa";"Females";"90 years or older";27
"K-5429 Kv?nangen";"Males";"0-17 years";89
"K-5429 Kv?nangen";"Males";"18-49 years";220
"K-5429 Kv?nangen";"Males";"50-66 years";160
"K-5429 Kv?nangen";"Males";"67-79 years";108
"K-5429 Kv?nangen";"Males";"80-89 years";34
"K-5429 Kv?nangen";"Males";"90 years or older";3
"K-5429 Kv?nangen";"Females";"0-17 years";96
"K-5429 Kv?nangen";"Females";"18-49 years";186
"K-5429 Kv?nangen";"Females";"50-66 years";136
"K-5429 Kv?nangen";"Females";"67-79 years";100
"K-5429 Kv?nangen";"Females";"80-89 years";51
"K-5429 Kv?nangen";"Females";"90 years or older";8
"K-5430 Guovdageaidnu - Kautokeino";"Males";"0-17 years";318
"K-5430 Guovdageaidnu - Kautokeino";"Males";"18-49 years";629
"K-5430 Guovdageaidnu - Kautokeino";"Males";"50-66 years";363
"K-5430 Guovdageaidnu - Kautokeino";"Males";"67-79 years";164
"K-5430 Guovdageaidnu - Kautokeino";"Males";"80-89 years";40
"K-5430 Guovdageaidnu - Kautokeino";"Males";"90 years or older";2
"K-5430 Guovdageaidnu - Kautokeino";"Females";"0-17 years";299
"K-5430 Guovdageaidnu - Kautokeino";"Females";"18-49 years";542
"K-5430 Guovdageaidnu - Kautokeino";"Females";"50-66 years";301
"K-5430 Guovdageaidnu - Kautokeino";"Females";"67-79 years";176
"K-5430 Guovdageaidnu - Kautokeino";"Females";"80-89 years";63
"K-5430 Guovdageaidnu - Kautokeino";"Females";"90 years or older";13
"K-5432 Loppa";"Males";"0-17 years";60
"K-5432 Loppa";"Males";"18-49 years";188
"K-5432 Loppa";"Males";"50-66 years";123
"K-5432 Loppa";"Males";"67-79 years";93
"K-5432 Loppa";"Males";"80-89 years";22
"K-5432 Loppa";"Males";"90 years or older";4
"K-5432 Loppa";"Females";"0-17 years";51
"K-5432 Loppa";"Females";"18-49 years";134
"K-5432 Loppa";"Females";"50-66 years";94
"K-5432 Loppa";"Females";"67-79 years";73
"K-5432 Loppa";"Females";"80-89 years";37
"K-5432 Loppa";"Females";"90 years or older";9
"K-5433 Hasvik";"Males";"0-17 years";89
"K-5433 Hasvik";"Males";"18-49 years";229
"K-5433 Hasvik";"Males";"50-66 years";127
"K-5433 Hasvik";"Males";"67-79 years";68
"K-5433 Hasvik";"Males";"80-89 years";23
"K-5433 Hasvik";"Males";"90 years or older";3
"K-5433 Hasvik";"Females";"0-17 years";79
"K-5433 Hasvik";"Females";"18-49 years";175
"K-5433 Hasvik";"Females";"50-66 years";110
"K-5433 Hasvik";"Females";"67-79 years";67
"K-5433 Hasvik";"Females";"80-89 years";28
"K-5433 Hasvik";"Females";"90 years or older";7
"K-5434 M?s?y";"Males";"0-17 years";93
"K-5434 M?s?y";"Males";"18-49 years";243
"K-5434 M?s?y";"Males";"50-66 years";171
"K-5434 M?s?y";"Males";"67-79 years";121
"K-5434 M?s?y";"Males";"80-89 years";36
"K-5434 M?s?y";"Males";"90 years or older";4
"K-5434 M?s?y";"Females";"0-17 years";90
"K-5434 M?s?y";"Females";"18-49 years";209
"K-5434 M?s?y";"Females";"50-66 years";114
"K-5434 M?s?y";"Females";"67-79 years";99
"K-5434 M?s?y";"Females";"80-89 years";36
"K-5434 M?s?y";"Females";"90 years or older";9
"K-5435 Nordkapp";"Males";"0-17 years";281
"K-5435 Nordkapp";"Males";"18-49 years";668
"K-5435 Nordkapp";"Males";"50-66 years";438
"K-5435 Nordkapp";"Males";"67-79 years";244
"K-5435 Nordkapp";"Males";"80-89 years";41
"K-5435 Nordkapp";"Males";"90 years or older";9
"K-5435 Nordkapp";"Females";"0-17 years";242
"K-5435 Nordkapp";"Females";"18-49 years";572
"K-5435 Nordkapp";"Females";"50-66 years";373
"K-5435 Nordkapp";"Females";"67-79 years";202
"K-5435 Nordkapp";"Females";"80-89 years";78
"K-5435 Nordkapp";"Females";"90 years or older";14
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"0-17 years";346
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"18-49 years";786
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"50-66 years";559
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"67-79 years";292
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"80-89 years";67
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Males";"90 years or older";10
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"0-17 years";345
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"18-49 years";694
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"50-66 years";514
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"67-79 years";292
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"80-89 years";74
"K-5436 Porsanger - Pors?ngu - Porsanki?";"Females";"90 years or older";19
"K-5437 K?r?sjohka - Karasjok";"Males";"0-17 years";240
"K-5437 K?r?sjohka - Karasjok";"Males";"18-49 years";542
"K-5437 K?r?sjohka - Karasjok";"Males";"50-66 years";352
"K-5437 K?r?sjohka - Karasjok";"Males";"67-79 years";164
"K-5437 K?r?sjohka - Karasjok";"Males";"80-89 years";38
"K-5437 K?r?sjohka - Karasjok";"Males";"90 years or older";7
"K-5437 K?r?sjohka - Karasjok";"Females";"0-17 years";235
"K-5437 K?r?sjohka - Karasjok";"Females";"18-49 years";495
"K-5437 K?r?sjohka - Karasjok";"Females";"50-66 years";323
"K-5437 K?r?sjohka - Karasjok";"Females";"67-79 years";157
"K-5437 K?r?sjohka - Karasjok";"Females";"80-89 years";58
"K-5437 K?r?sjohka - Karasjok";"Females";"90 years or older";17
"K-5438 Lebesby";"Males";"0-17 years";103
"K-5438 Lebesby";"Males";"18-49 years";297
"K-5438 Lebesby";"Males";"50-66 years";183
"K-5438 Lebesby";"Males";"67-79 years";97
"K-5438 Lebesby";"Males";"80-89 years";32
"K-5438 Lebesby";"Males";"90 years or older";4
"K-5438 Lebesby";"Females";"0-17 years";109
"K-5438 Lebesby";"Females";"18-49 years";202
"K-5438 Lebesby";"Females";"50-66 years";139
"K-5438 Lebesby";"Females";"67-79 years";82
"K-5438 Lebesby";"Females";"80-89 years";38
"K-5438 Lebesby";"Females";"90 years or older";4
"K-5439 Gamvik";"Males";"0-17 years";84
"K-5439 Gamvik";"Males";"18-49 years";286
"K-5439 Gamvik";"Males";"50-66 years";148
"K-5439 Gamvik";"Males";"67-79 years";79
"K-5439 Gamvik";"Males";"80-89 years";24
"K-5439 Gamvik";"Males";"90 years or older";1
"K-5439 Gamvik";"Females";"0-17 years";74
"K-5439 Gamvik";"Females";"18-49 years";198
"K-5439 Gamvik";"Females";"50-66 years";124
"K-5439 Gamvik";"Females";"67-79 years";87
"K-5439 Gamvik";"Females";"80-89 years";22
"K-5439 Gamvik";"Females";"90 years or older";5
"K-5440 Berlev?g";"Males";"0-17 years";74
"K-5440 Berlev?g";"Males";"18-49 years";205
"K-5440 Berlev?g";"Males";"50-66 years";123
"K-5440 Berlev?g";"Males";"67-79 years";87
"K-5440 Berlev?g";"Males";"80-89 years";19
"K-5440 Berlev?g";"Males";"90 years or older";4
"K-5440 Berlev?g";"Females";"0-17 years";64
"K-5440 Berlev?g";"Females";"18-49 years";162
"K-5440 Berlev?g";"Females";"50-66 years";115
"K-5440 Berlev?g";"Females";"67-79 years";69
"K-5440 Berlev?g";"Females";"80-89 years";26
"K-5440 Berlev?g";"Females";"90 years or older";9
"K-5441 Deatnu - Tana";"Males";"0-17 years";258
"K-5441 Deatnu - Tana";"Males";"18-49 years";593
"K-5441 Deatnu - Tana";"Males";"50-66 years";373
"K-5441 Deatnu - Tana";"Males";"67-79 years";233
