kommune_no,kommune_name,population,date,median_age,unemp_tot,unemp_immg,workers_ft_work,workers_pt_work,construction_ft_work,construction_pt_work,immigrants_total,marketplace,entertainment,sport,clinic,hairdresser,shops,place_of_worship,retail,nursing_home,restaurant,aerodrome,office,platform,kindergarten,schools,bakeries,residential,higher_education,idarea_1,idarea_2,area,pop_dens,urb_dens,sex
5046,Høylandet,1231,2021-05-13,45,NA,NA,220,144,25,4,4.71,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,0,2,0,305,305,756.3882336042255,1.6274711124659185,0.002644144780610753,0.5150284321689683
5047,Overhalla,3884,2021-05-13,39,1.8,7.1,948,373,194,15,8.26,0,0,1,1,0,2,2,0,0,0,0,0,2,0,4,0,130,0,306,306,728.9691838712438,5.328071591961866,0.17833401311921795,0.5159629248197735
5049,Flatanger,1103,2021-05-13,49,1.4,6.1,350,151,18,7,12.15,0,0,0,1,0,2,2,0,0,1,0,0,0,0,2,0,0,0,307,307,1285.6823658260098,0.8579101878646035,0,0.5321849501359928
5052,Leka,557,2021-05-13,52,0.8,NA,124,74,10,3,10.05,0,0,0,1,0,2,1,7,0,0,0,3,0,0,1,0,1,0,308,308,1704.4697973009472,0.3267878380021856,5.866927073647855e-4,0.4919210053859964
5053,Inderøy,6816,2021-05-13,43,1.4,6.2,1143,664,255,23,5.71,0,2,1,1,2,7,7,4,0,3,0,0,12,1,11,0,207,0,309,309,558.5837481477813,12.202288417092882,0.370580061962768,0.5019072769953051
5054,Indre Fosen,10084,2021-05-13,45,1.8,6,2244,1288,337,19,7.99,0,0,3,4,0,13,13,4,0,3,0,0,21,7,9,0,91,1,310,310,1432.0517163387565,7.041645134004781,0.0635451911140852,0.5130900436334788
5055,Heim,5963,2021-05-13,46,1.4,4.7,0,0,0,0,6.96,0,0,1,3,0,7,6,4,1,2,0,1,0,1,5,1,31,0,311,311,1232.0199776116765,4.840018918816179,0.02516192964670494,0.5138353177930571
5056,Hitra,5050,2021-05-13,42,1.6,3.2,0,0,0,0,17.78,0,0,0,1,0,9,7,0,0,6,0,0,14,2,7,0,24,0,312,312,1544.0941238917483,3.2705260138364727,0.015543093927143632,0.5291089108910891
5057,Ørland,10323,2021-05-13,42,1.3,3.3,2823,1107,424,58,7.1,0,0,0,5,0,12,8,0,0,1,1,0,1,2,10,1,75,0,313,313,1507.3454636245674,6.848463241583176,0.049756344388136996,0.5075075075075075
5058,Åfjord,4288,2021-05-13,47,1.3,4.9,1264,624,413,24,7.14,0,0,2,1,0,9,5,9,0,3,0,0,2,2,5,1,54,0,314,314,2390.9928923062757,1.7933972174479915,0.022584759734652876,0.5128264925373134
5059,Orkland,18217,2021-05-13,43,1.6,4.1,0,0,0,0,8.41,0,0,3,8,1,18,10,6,0,8,0,0,3,3,13,0,100,0,315,315,2158.4843532510354,8.439718347998296,0.04632880467694075,0.5074381072624472
5060,Nærøysund,9623,2021-05-13,40,1.9,5.7,2829,1118,240,36,9.91,0,0,0,2,0,11,14,2,0,3,1,0,1,2,9,0,47,2,316,316,4779.753514175329,2.0132837334521625,0.009833143039826629,0.5212511690740933
5061,Rindal,2003,2021-05-13,45,0.6,NA,429,235,118,7,2.55,0,0,2,1,0,3,2,0,0,0,0,0,1,2,1,1,21,0,317,317,634.4166447799845,3.1572311610686694,0.033101275278303574,0.5052421367948078
5401,Tromsø,76974,2021-05-13,36,2.1,5,31109,9790,2966,216,13.41,0,7,28,33,11,55,21,53,12,52,1,3,151,41,56,4,4607,5,318,318,5284.11019968321,14.567069400750707,0.8718591827014123,0.5046639124899317
5402,Harstad,24703,2021-05-13,42,1.8,4.7,8294,2705,967,62,9.15,0,5,3,14,0,21,16,7,2,7,0,2,629,15,16,2,136,0,319,319,1519.0332432871542,16.262316910552435,0.08953062785229046,0.4997773549771283
5403,Alta,20789,2021-05-13,36,2.1,4.5,7275,2177,1135,112,9.52,0,1,8,10,5,20,21,6,0,12,1,1,33,16,27,2,4956,1,320,320,4562.724177406439,4.556269279423541,1.0861932054847787,0.5072394054548078
5404,Vardø,2029,2021-05-13,47,2.5,4.5,578,140,32,3,17.4,0,0,0,2,0,2,4,0,0,5,1,0,0,0,3,0,548,0,321,321,2483.9723346141955,0.8168367947282872,0.2206143733420904,0.5268605224248398
5405,Vadsø,5788,2021-05-13,43,1.9,3.8,2228,430,190,31,14.18,0,0,2,4,0,4,6,0,0,5,2,1,0,2,7,0,115,0,322,322,1960.6065698137452,2.9521476103948032,0.05865531706900525,0.5115756738078784
5406,Hammerfest,11448,2021-05-13,39,2,4.8,4467,1104,340,27,16.34,0,1,7,7,0,16,10,6,0,9,2,2,19,15,12,0,2752,1,323,323,5372.081402854612,2.1310175966277747,0.5122781643885077,0.5095213137665968
5411,Kvæfjord,2839,2021-05-13,46,1.4,3.3,584,384,36,7,8.63,0,0,0,2,0,2,1,1,0,0,0,0,284,0,4,0,150,0,324,324,691.0117790751416,4.108468315547025,0.2170730001169615,0.49700598802395207
5412,Tjeldsund,4216,2021-05-13,48,1.3,3.4,848,350,41,6,8.25,0,0,1,3,0,4,7,2,0,1,0,0,2,2,7,0,37,0,325,325,1026.9589044608097,4.105324937236463,0.036028705568726074,0.514943074003795
5413,Ibestad,1361,2021-05-13,53,0.8,2.2,318,150,27,5,10.43,0,0,1,2,0,3,3,0,0,0,0,0,5,2,2,0,13,0,326,326,592.7194827576742,2.2961958221245573,0.021932803591197092,0.5246142542248347
5414,Gratangen,1091,2021-05-13,48,2,5.3,271,110,19,8,12.92,0,0,2,2,0,2,2,7,0,0,0,2,0,0,2,0,47,0,327,327,376.3879486850614,2.8986050265729486,0.12487116063146524,0.5270394133822182
5415,Lavangen,1034,2021-05-13,46,1.7,NA,189,115,58,7,7.64,0,0,1,1,0,1,2,5,0,2,0,3,0,0,1,0,2,0,328,328,319.78066279007436,3.2334663108719224,0.006254286868224221,0.5164410058027079
5416,Bardu,4005,2021-05-13,38,NA,NA,1392,354,70,14,6.82,0,1,2,2,1,2,4,1,0,0,0,0,5,0,4,0,56,0,329,329,2704.7851762484675,1.480709091120844,0.020704047216670976,0.5098626716604244
5417,Salangen,2146,2021-05-13,46,NA,NA,560,277,53,12,11.46,0,0,0,3,0,3,3,1,0,1,1,0,0,1,2,0,3,0,330,330,532.2317539892692,4.032078101156038,0.005636642266294554,0.5232991612301957
5418,Målselv,6640,2021-05-13,41,1.3,2.5,2572,658,276,28,6.46,0,0,3,4,4,9,6,0,0,5,1,1,13,2,10,0,134,0,331,331,3356.077299716051,1.9785003165933612,0.03992756663004675,0.5308734939759037
5419,Sørreisa,3464,2021-05-13,43,1.3,3.2,638,259,128,18,8.34,0,0,0,2,0,3,2,12,0,0,0,6,0,0,3,0,5,0,332,332,389.961550462867,8.882927037007587,0.012821776900992475,0.5060623556581986
5420,Dyrøy,1083,2021-05-13,51,1.8,NA,180,111,17,5,6.37,0,0,1,0,0,2,3,0,0,1,0,2,0,1,1,0,11,0,333,333,468.45417964730046,2.3118589758669494,0.023481485442785267,0.5032317636195752
5421,Senja,14851,2021-05-13,43,1.8,4.5,4587,1892,498,59,10.48,0,0,3,7,2,25,27,9,0,8,0,1,17,7,24,1,586,0,334,334,4731.301754137278,3.138882441183036,0.12385597673781287,0.5097973200457881
5422,Balsfjord,5559,2021-05-13,46,1.9,5.6,1234,618,188,16,8.17,0,0,0,4,0,6,5,0,0,2,0,0,0,0,10,0,18,0,335,335,1738.9023894840454,3.196844189540407,0.010351357332564728,0.520417341248426
5423,Karlsøy,2200,2021-05-13,51,1.6,2,457,253,43,7,12.64,0,0,0,2,0,6,6,0,0,1,1,0,2,0,4,0,20,0,336,336,5886.365317464016,0.37374506700644455,0.0033976824273313144,0.525
5424,Lyngen,2794,2021-05-13,48,1.4,4,601,347,93,13,5.87,0,1,1,3,0,4,2,0,0,0,0,0,0,0,3,0,78,0,337,337,1300.2934158707023,2.1487457876029326,0.05998646078490649,0.5093056549749463
5425,Storfjord,1829,2021-05-13,48,1.6,4.7,445,226,108,15,8.64,0,0,0,2,0,3,3,0,0,3,0,0,0,1,2,0,14,0,338,338,1602.3890758639473,1.141420662153399,0.008736954220966424,0.5177692728266813
5426,Kåfjord,2071,2021-05-13,49,2.4,7.4,381,224,82,11,6.18,0,0,0,2,1,8,3,0,0,0,0,0,1,2,4,0,13,0,339,339,1122.3626355568535,1.8452146698312757,0.011582709178081402,0.5239014968614196
5427,Skjervøy,2927,2021-05-13,42,1.6,4.2,892,332,99,13,15.2,0,0,0,2,0,5,2,0,0,2,0,0,8,3,5,0,82,0,340,340,1556.8117191446408,1.8801245931063404,0.05267175149802525,0.5131533993850359
5428,Nordreisa,4861,2021-05-13,43,2.1,5.1,1192,539,152,28,7.14,0,1,1,2,1,4,3,1,0,3,1,0,1,1,9,1,24,1,341,341,3687.3504750327356,1.3182907436963516,0.006508738500043702,0.5151203456078997
5429,Kvænangen,1191,2021-05-13,50,NA,NA,258,134,14,3,6.72,0,0,2,2,0,3,3,0,0,1,0,0,1,0,1,0,20,0,342,342,2671.7036734059716,0.44578297056487404,0.007485860127033989,0.5155331654072208
5430,Kautokeino,2910,2021-05-13,41,2.9,3.2,699,263,33,0,7.01,0,0,2,2,1,3,4,3,0,2,3,0,2,0,4,0,287,1,343,343,9706.482742002978,0.29979963673221427,0.02956786795262732,0.5209621993127148
5432,Loppa,888,2021-05-13,51,1.7,2.6,206,74,6,6,14.19,0,0,0,2,0,5,5,0,0,0,0,0,3,1,3,0,75,0,344,344,2811.033558296216,0.31589804304514313,0.026680577959893845,0.5518018018018018
5433,Hasvik,1005,2021-05-13,45,5,17.3,233,96,9,7,21.79,0,0,0,2,0,3,4,0,0,1,1,0,1,0,3,0,21,0,345,345,2769.6290882426197,0.362864473176692,0.007582242723095057,0.536318407960199
5434,Måsøy,1225,2021-05-13,48,4.9,11.6,273,109,6,0,17.96,0,0,1,2,0,5,5,0,1,0,0,0,5,1,2,0,12,0,346,346,3879.0380999966374,0.3157999401967879,0.00309355043458078,0.5453061224489796
5435,Nordkapp,3162,2021-05-13,46,4.4,10.8,886,299,84,7,15.78,0,0,0,2,1,4,5,1,0,5,1,0,10,0,4,0,45,0,347,347,4097.543491002608,0.7716818642543085,0.01098218971898921,0.5316255534471853
5436,Porsanger,3998,2021-05-13,46,1.7,3.5,1236,397,190,25,8.1,0,1,8,2,4,6,12,1,0,5,2,0,2,6,6,1,208,0,348,348,6000.577966610256,0.6662691531126762,0.034663327625672,0.5152576288144072
5437,Karasjok,2628,2021-05-13,43,2.2,2.9,779,359,49,10,6.81,0,0,5,5,1,3,7,2,0,6,4,0,0,1,4,0,108,0,349,349,5453.626181585142,0.4818812130676969,0.01980333752333001,0.51103500761035
5438,Lebesby,1290,2021-05-13,47,2.8,3.1,305,161,27,4,16.98,0,0,1,2,0,5,5,0,0,0,2,0,0,0,2,0,33,0,350,350,5725.809312216096,0.22529566209055663,0.005763377402316565,0.5550387596899224
5439,Gamvik,1132,2021-05-13,46,3.9,5.1,232,129,7,3,28.27,0,0,0,1,0,4,2,1,0,0,4,0,0,1,3,0,36,0,351,351,3107.053458357092,0.36433232165839996,0.011586540264754768,0.549469964664311
5440,Berlevåg,957,2021-05-13,48,2.1,2.2,255,82,14,0,16.82,0,0,0,2,0,3,2,1,0,1,1,0,0,1,2,0,27,0,352,352,2439.7079851594126,0.39226005973721845,0.011066898237100206,0.5350052246603971
5441,Tana,2918,2021-05-13,46,1.8,2.7,839,317,69,12,11,0,1,2,4,2,3,11,0,0,5,1,0,0,2,9,0,47,0,353,353,4365.293395157513,0.6684544968356496,0.010766744808524856,0.519876627827279
5442,Nesseby,926,2021-05-13,47,NA,NA,155,90,17,4,10.91,0,0,0,3,0,1,3,0,0,2,0,0,0,1,1,0,7,0,354,354,1636.4586697943596,0.5658560262425466,0.004277529356045169,0.5334773218142549
5443,Båtsfjord,2221,2021-05-13,41,2.6,6,718,204,67,6,26.74,0,0,1,2,0,2,3,3,0,1,1,0,0,0,3,1,11,0,355,355,2813.398350585415,0.7894367321065117,0.003909862248163723,0.5344439441692931
5444,Sør-Varanger,10158,2021-05-13,41,2.5,5,3681,975,350,45,14.97,0,2,6,6,2,12,11,4,0,6,1,1,1,2,10,0,964,0,356,356,5122.125498570622,1.9831610925649297,0.18820312002683523,0.5017720023626698
